id,fighter_name,fighter_record,height,weight,reach,stance,date_of_birth,slpm,td_avg,strike_acc,td_acc,sapm,td_def,strike_def,sub_avg
2988,Ernie Verdicia,Record: 0-1-0,"5'' 11'"",199,,Orthodox,--,0,0,0,0,0,0,0,0
2989,Marlon Vera,Record: 19-7-1,"5'' 8'"",135,70,Switch,Dec 02 1992,4.33,0.73,51,42,4.99,68,50,1.1
2990,Kerry Vera,Record: 2-0-0,"5'' 7'"",135,,Orthodox,--,0,0,0,0,0,0,0,0
2991,Brandon Vera,Record: 15-7-0 (1 NC),"6'' 3'"",230,78,Orthodox,Oct 10 1977,3.03,0.7,56,53,2.81,59,52,0.2
2992,Scott Ventimiglia,Record: 14-6-1,"5'' 11'"",185,,"",Nov 17 1972,0,0,0,0,0,0,0,0
3043,Gasan Umalatov,Record: 17-4-2,"5'' 11'"",170,71,Orthodox,Sep 11 1982,2.23,0.75,39,17,4.1,90,59,0
2993,Jerrel Venetiaan,Record: 4-3-0 (1 NC),"6'' 1'"",195,,Orthodox,Mar 09 1971,0.81,0,33,0,1.51,60,67,0
2994,Luigi Vendramini,Record: 9-3-0,"5'' 8'"",155,73,Orthodox,Jan 16 1996,2.82,1.11,40,15,3.82,100,57,0.6
2995,Karlos Vemola,Record: 17-5-0,"6'' 0'"",185,75,Orthodox,Jul 03 1985,1.67,1.93,44,25,2.13,31,37,1.7
2996,Bojan Velickovic,Record: 15-6-1,"6'' 0'"",170,76,Southpaw,Dec 18 1988,2.18,0.67,34,25,2.31,55,57,0.5
2997,David Velasquez,Record: 10-10-0,"5'' 5'"",145,,Orthodox,--,0,0,0,0,0,0,0,0
2998,Cain Velasquez,Record: 14-3-0,"6'' 1'"",240,77,Orthodox,Jul 28 1982,6.37,5.13,57,45,2.33,85,57,0.4
2999,Kelly Velasco,Record: 2-1-0,"5'' 9'"",135,,Orthodox,May 21 1995,2.27,0,35,0,5.67,100,47,0
3000,Joe Vedepo,Record: 18-9-0,"6'' 0'"",185,,Orthodox,--,1.43,1.07,42,20,5.71,0,38,0
3001,Matt Veach,Record: 17-5-0,"5'' 11'"",155,,Orthodox,May 31 1981,1.12,3.64,28,38,4.91,100,44,1.5
3002,Manny Vazquez,Record: 11-2-0,"5'' 10'"",125,72,Orthodox,Nov 19 1993,1.47,1,41,33,2.67,0,48,1
3003,Javier Vazquez,Record: 16-5-0,"5'' 7'"",145,69,Southpaw,Jul 16 1977,2.43,2.56,36,52,1.99,57,72,1.5
3004,Yuri Vaulin,Record: 0-1-0,"6'' 4'"",197,,Southpaw,--,0,0,0,0,0,0,0,0
3005,Billy Vaughan,Record: 12-17-0,"5'' 6'"",155,,"",Dec 02 1983,0,0,0,0,1.36,0,50,0
3006,Linton Vassell,Record: 18-5-0 (1 NC),"6'' 4'"",205,,"",Jun 03 1983,3.39,2.46,37,50,2.13,50,54,0
3007,Guilherme Vasconcelos,Record: 9-4-0,"6'' 0'"",185,,Orthodox,Mar 23 1986,3.27,0,29,0,4.4,0,70,0
3008,Jamie Varner,Record: 21-11-1 (2 NC),"5'' 8'"",155,71,Orthodox,Oct 12 1984,2.92,3.49,34,53,2.55,66,58,0.8
3009,Kazula Vargas,Record: 12-5-0,"5'' 8'"",155,71,Southpaw,Aug 15 1985,3.65,0.4,53,25,1.77,30,57,0.4
3010,Paul Varelans,Record: 9-9-0,"6'' 8'"",300,,Orthodox,--,0,0,0,0,0,0,0,0
3011,Paige VanZant,Record: 8-5-0,"5'' 4'"",115,65,Orthodox,Mar 26 1994,3.35,1.27,52,33,2.62,34,42,1
3012,Lando Vannata,Record: 12-6-2,"5'' 9'"",155,71,Orthodox,Mar 14 1992,4.64,1.21,44,42,4.71,68,53,0.3
3013,Austin Vanderford,Record: 4-0-0,"5'' 11'"",170,,Orthodox,Mar 21 1990,3.9,0,52,0,5.19,100,45,1.9
3014,Jared Vanderaa,Record: 12-8-0,"6'' 4'"",265,80,Orthodox,May 12 1992,4.52,0.27,47,100,4.78,20,44,0
3015,Chad Vance,Record: 7-5-0,"6'' 0'"",185,,Orthodox,--,0,0,0,0,0,0,0,0
3016,Cameron VanCamp,Record: 15-6-1 (1 NC),"6'' 2'"",170,74,Switch,Apr 27 1993,7.35,0,61,0,6.58,0,29,0
3017,Lloyd Van Dams,Record: 0-1-0,"6'' 1'"",240,,Southpaw,Mar 05 1972,0,0,0,0,3.01,0,15,0
3018,Ron van Clief,Record: 0-1-0,"5'' 10'"",190,,Orthodox,Jan 25 1943,0,0,0,0,0,0,0,0
3019,Brianna Van Buren,Record: 9-3-0,"5'' 0'"",115,62,Southpaw,Aug 04 1993,3.53,2.5,41,45,3.23,66,57,0
3020,Matt Van Buren,Record: 7-6-0,"6'' 5'"",205,,"",Jun 12 1986,7.73,0,45,0,6.82,50,49,0
3021,Mike van Arsdale,Record: 8-5-0,"6'' 2'"",205,,Switch,Jun 20 1965,1.52,1.06,41,14,1.91,37,41,0
3022,Isaac Vallie-Flagg,Record: 16-7-1,"5'' 8'"",155,70,Orthodox,Apr 08 1978,5.56,0.2,47,12,5.6,58,45,0
3023,Andrew Valladerez,Record: 5-7-0,--,135,,"",--,0,0,0,0,0,0,0,0
3024,Victor Valimaki,Record: 18-10-0,"6'' 0'"",205,,Orthodox,--,3.94,0.9,30,14,2.99,0,67,0
3025,Timur Valiev,Record: 18-3-0 (1 NC),"5'' 6'"",135,67,Orthodox,Jan 19 1990,5.19,1.73,53,40,3.33,55,45,0.3
3026,Victor Valenzuela,Record: 13-6-2,"5'' 10'"",155,,"",--,1.28,0,100,0,2.55,0,0,0
3027,Charlie Valencia,Record: 12-7-0,"5'' 3'"",135,64,Orthodox,Oct 31 1974,2.58,1.4,37,53,2.61,75,77,0.5
3028,Genaro Valdez,Record: 10-1-0,"5'' 9'"",155,72,Orthodox,Jan 16 1992,5.12,6.68,35,44,12.91,0,46,1.7
3029,Egidijus Valavicius,Record: 29-12-0,"6'' 0'"",200,,Orthodox,--,0,0,0,0,0,0,0,0
3030,Richie Vaculik,Record: 10-4-0,"5'' 6'"",125,69,Orthodox,Jun 19 1983,3.69,3,46,45,4.09,31,57,1
3031,Kamaru Usman,Record: 20-1-0,"6'' 0'"",170,76,Switch,May 11 1987,4.66,3,52,49,2.59,100,58,0.1
3032,Sho Usami,Record: 4-1-0,--,155,,"",May 08 2000,0,0,0,0,0,0,0,0
3033,Yasuhiro Urushitani,Record: 21-8-6,"5'' 5'"",125,,Southpaw,Sep 08 1976,3.47,0,39,0,4.71,80,65,0
3034,Nick Urso,Record: 10-3-0 (1 NC),"5'' 6'"",125,66,Southpaw,Sep 26 1985,3.61,0,45,0,5.06,0,36,0
3035,Gilbert Urbina,Record: 6-3-0,"6'' 3'"",185,75,Orthodox,Apr 05 1996,6.21,4.14,59,33,6.34,0,47,0
3036,Elias Urbina,Record: 3-1-0,"6'' 3'"",185,77,Southpaw,Oct 09 1993,3.85,0,37,0,6.17,0,50,0
3037,Hector Urbina,Record: 17-10-1,"5'' 11'"",170,73,Orthodox,Sep 17 1987,0.97,0,38,0,2.44,38,39,3.8
3038,Logan Urban,Record: 5-1-0 (1 NC),"6'' 0'"",170,72,Orthodox,Apr 22 1994,2.55,0,66,0,16.6,0,27,0
3039,Kengo Ura,Record: 14-12-2,"5'' 9'"",165,,"",Jun 20 1981,1.05,2.85,37,28,2.38,50,48,1.4
3040,Caol Uno,Record: 33-19-5,"5'' 7'"",155,70,Southpaw,May 08 1975,1.91,1.95,49,31,1.9,37,50,0.5
3041,Zach Underwood,Record: 13-7-0,"6'' 2'"",185,,"",--,0,0,0,0,0,0,0,0
3042,Jeremy Umphries,Record: 5-2-0,--,160,,"",--,0,0,0,0,0,0,0,0
3044,Carlos Ulberg,Record: 6-1-0,"6'' 4'"",205,77,Orthodox,Nov 07 1990,8.76,1.18,61,100,4.02,100,51,0
3045,Tagir Ulanbekov,Record: 14-2-0,"5'' 7'"",125,70,Southpaw,Aug 07 1991,3.42,3.67,44,42,3.36,61,54,0.7
3046,Andy Uhrich,Record: 11-6-0,"6'' 0'"",170,,"",--,0,0,0,0,0,0,0,0
3047,Christian Uflacker,Record: 5-0-0,"5'' 11'"",170,,"",Aug 04 1985,0,0,0,0,0,0,0,0
3048,Ryuki Ueyama,Record: 12-18-5 (1 NC),"5'' 11'"",180,,Southpaw,Apr 17 1976,0.13,0.5,21,100,1.4,0,46,1.5
3049,Alberto Uda,Record: 12-2-0,"6'' 3'"",185,,Orthodox,Aug 08 1984,1.79,2.83,52,50,3.49,66,45,0
3050,Takeru Uchida,Record: 5-1-0,--,125,,"",Sep 30 2002,0,0,0,0,0,0,0,0
3051,Austin Tweedy,Record: 8-2-0,"5'' 9'"",155,,Orthodox,Sep 25 1990,4.29,0,66,0,6.43,0,0,0
3052,Jalin Turner,Record: 12-5-0,"6'' 3'"",155,77,Southpaw,May 18 1995,6.51,1.16,47,80,4.34,76,44,1.7
3053,Courtney Turner,Record: 0-3-0,"6'' 2'"",170,,"",--,0,0,0,0,0,0,0,0
3054,Wellington Turman,Record: 18-5-0,"6'' 0'"",185,72,Orthodox,Jul 22 1996,2.96,1.98,49,20,4.04,85,42,1
3055,Anton Turkalj,Record: 7-0-0,"6'' 4'"",205,,"",Jun 10 1996,0,0,0,0,0,0,0,0
3056,Ricky Turcios,Record: 12-2-0,"5'' 9'"",135,71,Orthodox,Jun 05 1993,7,1,45,22,4.23,45,58,0
3057,Maimaiti Tuohati,Record: 0-0-0,--,,,"",--,0,0,0,0,0,0,0,0
3058,Albert Tumenov,Record: 18-4-0,"5'' 11'"",170,73,Orthodox,Dec 26 1991,3.76,0.2,42,20,3.34,75,58,0
3059,Teila Tuli,Record: 0-1-0,"6'' 0'"",430,,Orthodox,Jun 14 1969,0,0,0,0,0,0,0,0
3060,Zubaira Tukhugov,Record: 20-5-1,"5'' 8'"",145,68,Orthodox,Jan 15 1991,2.94,2.46,39,43,2.84,100,65,0
3061,Tai Tuivasa,Record: 15-3-0,"6'' 2'"",264,75,Southpaw,Mar 16 1993,4.54,0,52,0,3.56,50,48,0
3062,Blair Tugman,Record: 10-6-0,"6'' 0'"",135,,"",--,2.25,7.5,53,60,0.93,0,50,0
3063,Tom Tuggle,Record: 0-3-0,"6'' 2'"",250,,Orthodox,--,0,32.14,0,100,2.14,0,0,0
3064,Jumabieke Tuerxun,Record: 19-4-1,"5'' 7'"",135,,Orthodox,Apr 17 1986,1.6,0.47,28,11,3.08,66,59,0.9
3065,Gavin Tucker,Record: 13-2-0,"5'' 6'"",145,66,Southpaw,Jun 17 1986,4.39,2.98,45,42,4.28,53,57,1.5
3066,Jon Tuck,Record: 10-5-0,"5'' 11'"",155,73,Orthodox,Aug 28 1984,3,0.42,40,33,3.74,50,60,1
3067,Chris Tuchscherer,Record: 21-4-0 (1 NC),"6'' 2'"",258,76,Orthodox,Sep 08 1975,1.35,1.19,31,18,3.17,0,47,0.6
3068,Arman Tsarukyan,Record: 18-2-0,"5'' 7'"",155,72,Orthodox,Oct 11 1996,3.75,3.47,48,37,1.36,78,61,0
3069,Abel Trujillo,Record: 15-8-0 (1 NC),"5'' 8'"",155,70,Orthodox,Sep 18 1983,2.65,2.18,41,45,2.31,40,59,0.4
3070,Reynaldo Trujillo,Record: 21-19-0,"5'' 9'"",155,,"",Jan 01 1982,0,0,0,0,0,0,0,0
3071,Aaron Trujillo,Record: 0-1-0,"5'' 5'"",125,,"",--,0,0,0,0,0,0,0,0
3072,Tor Troeng,Record: 16-7-1,"6'' 2'"",185,,Orthodox,Jan 25 1983,1.16,0.62,46,7,3.26,66,32,0.3
3073,Antonio Trocoli,Record: 11-3-0 (1 NC),"6'' 5'"",205,82,Orthodox,Dec 06 1990,1.27,3.8,71,100,4.56,100,25,3.8
3074,Michael Trizano,Record: 10-2-0,"5'' 11'"",145,71,Orthodox,Dec 31 1991,3.54,0.44,53,66,3.93,71,48,0.7
3075,Damien Trites,Record: 7-6-0,"5'' 11'"",165,,"",Aug 23 1979,0,0,0,0,0,0,0,0
3076,Francisco Trinaldo,Record: 28-8-0,"5'' 9'"",170,70,Southpaw,Aug 24 1978,3.15,0.98,44,43,2.6,59,60,0.5
3077,Frank Trigg,Record: 21-9-0,"5'' 9'"",170,71,Southpaw,May 07 1972,2.79,2.35,46,47,1.9,75,56,0.8
3078,Angelo Trevino,Record: 7-3-0,"5'' 11'"",170,,Switch,Jun 10 1993,5.19,0,54,0,3.9,100,47,0
3079,Francisco Trevino,Record: 13-3-0,"5'' 9'"",155,70,Orthodox,Dec 17 1981,2.65,0.97,42,22,2.42,41,64,0
3080,Alexander Trevino,Record: 7-7-0,--,170,,"",--,0,0,0,0,0,0,0,0
3081,Bryan Travers,Record: 15-4-0,--,155,,"",Apr 11 1983,2.33,2,48,28,3.93,63,55,0
3082,Roberto Traven,Record: 6-4-1,"6'' 3'"",227,,Orthodox,Sep 16 1968,0.92,0,50,0,2.77,0,57,0
3083,Minoru Toyonaga,Record: 2-5-0,"5'' 11'"",195,,Southpaw,--,0,0,0,0,0,0,0,0
3084,Dequan Townsend,Record: 21-12-0,"6'' 3'"",205,79,Orthodox,May 11 1986,1.23,0,34,0,3.92,46,38,0
3085,Salim Touahri,Record: 10-4-0,"5'' 10'"",170,72,Orthodox,Sep 28 1989,2.6,0,46,0,2.87,83,58,0
3086,Manuel Torres,Record: 13-2-0,"5'' 10'"",155,73,"",Mar 25 1995,10.5,0,55,0,3.74,100,58,0
3087,Desmond Torres,Record: 7-2-0,"5'' 6'"",135,69,Orthodox,Jan 06 1997,4.8,0,64,0,11.78,100,48,0
3088,Jose Torres,Record: 8-1-0,"5'' 4'"",125,65,Orthodox,Aug 02 1992,4.37,1.28,36,33,9.84,75,50,0
3089,Abram Torres,Record: 4-3-0,"5'' 10'"",170,,"",Oct 29 1982,0,0,0,0,0,0,0,0
3090,Alex Torres,Record: 5-4-0,"5'' 10'"",145,,Orthodox,May 29 1988,2.47,2,37,22,2.73,50,69,0
3091,Tecia Torres,Record: 13-6-0,"5'' 1'"",115,60,Orthodox,Aug 16 1989,4.74,0.66,48,14,3.59,61,61,0.1
3092,Haven Torres,Record: 0-0-0,--,125,,"",--,0,0,0,0,0,0,0,0
3093,Ronys Torres,Record: 35-5-0,"5'' 7'"",155,,Orthodox,Aug 13 1975,0.87,4,26,47,1.93,16,57,0.5
3094,Miguel Torres,Record: 44-9-0,"5'' 9'"",135,76,Orthodox,Jan 18 1981,3.98,0,43,0,1.86,17,74,1.6
3095,Anthony Torres,Record: 5-3-0,"5'' 8'"",170,,Orthodox,Jul 31 1978,3.54,0,48,0,7.52,100,45,2.2
3096,Ilia Topuria,Record: 12-0-0,"5'' 7'"",155,69,Orthodox,Jan 21 1997,2.87,3.15,48,46,2.28,100,64,2.6
3097,Carl Toomey,Record: 3-3-0,--,,,"",--,0,0,0,0,0,0,0,0
3098,Masanori Tonooka,Record: 1-2-0,"5'' 8'"",185,,Orthodox,--,0.16,0,5,0,1.09,0,36,0
3099,James Toney,Record: 0-1-0,"5'' 9'"",220,,Orthodox,Aug 24 1968,0,0,0,0,2.41,0,27,0
3100,Tyler Toner,Record: 15-7-0 (1 NC),"5'' 8'"",145,70,Orthodox,Mar 31 1983,2.95,0,52,0,2.13,54,62,0.4
3101,Kazuki Tokudome,Record: 18-7-1,"5'' 11'"",155,73,Southpaw,Mar 04 1987,2.26,2,41,38,3.63,78,53,0
3102,Anatoly Tokov,Record: 25-2-0,"5'' 10'"",185,,"",Feb 17 1990,3.51,2.03,72,100,0.54,100,66,0
3103,Hideo Tokoro,Record: 34-29-2,"5'' 7'"",135,,Orthodox,Aug 22 1977,1.78,0.87,37,34,2.01,44,65,2.3
3104,Tuco Tokkos,Record: 7-2-0,--,205,,"",--,0,0,0,0,0,0,0,0
3105,Dusko Todorovic,Record: 11-2-0,"6'' 1'"",185,74,Orthodox,May 19 1994,5.8,0.63,54,9,4.96,50,49,0
3106,Andrew Todhunter,Record: 8-0-0,"6'' 0'"",185,,Switch,Nov 30 1987,0,0,0,0,0,0,0,0
3107,Ryan Tobar,Record: 3-3-0,--,155,,"",--,0,0,0,0,0,0,0,0
3108,Denis Tiuliulin,Record: 10-6-0 (1 NC),"6'' 1'"",185,77,Orthodox,May 17 1988,4.45,0,37,0,6.03,33,37,0
3109,Brett Tillis,Record: 0-0-0,--,145,,"",--,0,0,0,0,0,0,0,0
3110,Darren Till,Record: 18-4-1,"6'' 0'"",185,74,Southpaw,Dec 24 1992,2.26,0.5,46,41,3.02,78,58,0
3111,Nolan Ticman,Record: 4-3-0,"5'' 6'"",125,,Orthodox,May 17 1988,2.57,0,47,0,2.53,60,67,0
3112,Chris Tickle,Record: 9-9-0,"5'' 9'"",155,,"",Feb 01 1982,1.07,1,40,25,1.13,20,43,2
3113,Gleison Tibau,Record: 33-14-0,"5'' 10'"",155,71,Southpaw,Oct 07 1983,1.95,4.08,31,53,2.51,92,63,0.8
3114,Josh Thornburg,Record: 8-8-0,"6'' 0'"",170,,"",May 24 1984,1.2,2,50,66,3.13,42,38,2
3115,Simeon Thoresen,Record: 17-6-1,"6'' 1'"",170,79,Orthodox,Mar 14 1984,3.85,1.12,43,40,3.85,50,64,1.7
3116,Josh Thomson,Record: 22-9-0 (1 NC),"5'' 10'"",155,71,Orthodox,Sep 21 1978,2.59,1.92,47,39,2.12,54,64,1.3
3117,Stephen Thompson,Record: 16-6-1,"6'' 0'"",170,75,Orthodox,Feb 11 1983,3.9,0.29,43,41,2.81,63,56,0
3118,Oli Thompson,Record: 17-10-0,"6'' 1'"",242,,Orthodox,Jan 02 1980,1.66,0,46,0,5.31,50,46,0.5
3119,James Thompson,Record: 20-16-0 (1 NC),"6'' 5'"",265,,Orthodox,Dec 16 1978,5.13,3.14,52,36,3.19,53,41,1.3
3120,Nick Thompson,Record: 38-14-1,"6'' 1'"",170,74,Orthodox,Jun 23 1981,1.87,1.06,42,100,1.8,35,49,2.6
3121,Treston Thomison,Record: 10-6-0,"5'' 8'"",145,,"",--,0,0,0,0,0,0,0,0
3122,Joel Thomas,Record: 5-2-0,"5'' 10'"",170,,"",--,0,0,0,0,0,0,0,0
3123,Noah Thomas,Record: 14-7-0,"5'' 9'"",135,,Orthodox,Mar 27 1981,0.44,0,13,0,4.99,0,33,1.3
3124,Ryan Thomas,Record: 20-8-0,"6'' 0'"",170,,Orthodox,Nov 05 1984,2.01,5.59,36,33,4.17,0,30,2.2
3125,Din Thomas,Record: 26-9-0 (1 NC),"5'' 9'"",155,,Orthodox,Sep 28 1976,1.85,1.38,37,52,2.6,76,59,1.2
3126,Paulo Thiago,Record: 18-9-0,"5'' 11'"",170,74,Orthodox,Jan 25 1981,1.71,1.42,39,31,1.99,63,63,1.2
3127,Nik Theotikos,Record: 6-2-0,--,185,,Orthodox,--,0,0,0,0,5.48,0,19,4.8
3128,Elias Theodorou,Record: 16-3-0,"6'' 1'"",185,75,Orthodox,May 31 1988,4.19,1.27,42,28,2.39,59,53,0
3129,Brandon Thatch,Record: 11-5-0,"6'' 2'"",170,74,Switch,Jul 11 1985,2.7,1.36,42,66,3.63,50,52,0.7
3130,Jason Thacker,Record: 0-1-0,"5'' 10'"",185,,Orthodox,Aug 18 1975,0.63,0,33,0,17.05,0,32,0
3131,Motonobu Tezuka,Record: 28-12-7,"5'' 7'"",135,,Southpaw,Aug 29 1987,0.87,1.5,23,11,2.8,0,51,0.5
3132,Daniel Teymur,Record: 7-4-0,"5'' 5'"",145,69,Orthodox,Feb 03 1988,3.08,0.56,46,18,3.93,60,56,0.3
3133,David Teymur,Record: 8-2-0,"5'' 9'"",155,73,Southpaw,May 01 1989,4.69,0.94,43,33,3.53,77,55,0
3134,Jeff Terry,Record: 2-3-0,"6'' 2'"",205,,"",--,1.09,0,50,0,9.27,100,19,0
3135,James Terry,Record: 19-9-0,"5'' 10'"",170,,Orthodox,Mar 16 1981,3.23,3.31,32,36,4.77,75,64,0
3136,David Terrell,Record: 6-2-0,"6'' 1'"",185,,Southpaw,Jan 09 1978,2.34,5.54,63,50,2.71,0,37,5.5
3137,Dave Terrel,Record: 7-7-0,"5'' 8'"",170,,Southpaw,May 10 1978,2.62,3.28,43,38,2.8,100,48,0
3138,Herman Terrado,Record: 15-3-1,--,170,,"",--,0,0,0,0,0,0,0,0
3139,Taneisha Tennant,Record: 5-1-0,"5'' 7'"",145,70,Orthodox,Jun 15 1989,5.67,0,55,0,3.4,100,71,0
3140,Tra Telligman,Record: 7-5-1,"6'' 2'"",233,,Orthodox,Feb 07 1965,1.83,0.87,35,100,3.02,80,56,0
3141,Ewerton Teixeira,Record: 3-1-0,"6'' 1'"",242,,"",Feb 13 1982,2,0,39,0,3.22,33,35,0
3142,John Teixeira,Record: 21-2-2,"5'' 7'"",145,,Orthodox,Nov 18 1986,3.36,1,35,27,3.2,71,63,0.7
3143,Glover Teixeira,Record: 33-7-0,"6'' 2'"",205,76,Orthodox,Oct 28 1979,3.72,2.11,48,39,3.83,60,54,1.1
3144,Shawn Teed,Record: 5-2-0,"6'' 5'"",265,,Orthodox,Feb 13 1992,1.4,0,42,0,13.31,0,21,0
3145,James Te Huna,Record: 16-9-0,"6'' 2'"",185,75,Orthodox,Sep 29 1981,4.04,2.75,51,37,2.99,58,62,0.2
3146,J.T Taylor,Record: 7-7-0,"5'' 10'"",,,"",--,3.17,3.96,80,100,3.7,0,26,7.9
3147,Danielle Taylor,Record: 9-4-0,"5'' 0'"",115,60,Orthodox,Oct 25 1989,2.75,0.2,29,20,3.31,70,71,0.2
3148,Anthony Taylor,Record: 1-3-0,"5'' 7'"",145,,"",--,0,0,0,0,0,0,0,0
3149,Louis Taylor,Record: 13-4-0,"5'' 11'"",185,,Orthodox,May 12 1979,2.06,2.48,32,28,1.24,100,68,0
3150,Torrance Taylor,Record: 13-8-1,"5'' 7'"",155,,"",--,0,0,0,0,0,0,0,0
3151,Jesse Taylor,Record: 31-15-0,"6'' 0'"",170,73,Orthodox,Jan 02 1983,1.94,7.28,65,50,0.55,100,38,3.1
3152,Paul Taylor,Record: 11-6-1 (1 NC),"6'' 0'"",155,72,Orthodox,Dec 15 1979,4.44,0.27,47,25,4.47,56,55,0.5
3153,Brad Tavares,Record: 19-7-0,"6'' 1'"",185,74,Orthodox,Dec 21 1987,3.18,0.91,42,27,2.76,79,57,0
3154,Jeremy Tavares,Record: 1-6-0,--,135,,"",--,0,0,0,0,0,0,0,0
3155,Thiago Tavares,Record: 21-7-1,"5'' 7'"",145,70,Orthodox,Nov 08 1984,2,3.83,40,42,2.31,62,62,1.5
3156,Deividas Taurosevicius,Record: 17-5-0,"5'' 9'"",145,68,Southpaw,Aug 28 1977,2.13,2,43,28,1.82,50,59,0.3
3157,Miesha Tate,Record: 19-8-0,"5'' 6'"",135,65,Orthodox,Aug 18 1986,2.41,1.99,43,31,2.87,53,52,1.4
3158,Gary Tapusoa,Record: 8-3-0,"5'' 7'"",185,,"",--,0,0,0,0,0,0,0,0
3159,Manny Tapia,Record: 12-14-1,"5'' 5'"",135,67,Orthodox,Mar 14 1981,2.69,0.49,21,40,4.74,66,58,0.2
3160,Evan Tanner,Record: 32-8-0,"6'' 0'"",185,74,Orthodox,Feb 11 1971,3.05,2.55,59,43,2.64,25,56,1.3
3161,Michinori Tanaka,Record: 11-3-0,"5'' 5'"",135,67,Orthodox,Oct 04 1990,1.97,2.4,37,38,1.99,43,50,0.2
3162,Akihito Tanaka,Record: 2-2-0,--,,,Southpaw,--,0.19,5.59,50,66,2.05,0,38,0
3163,Jason Tan,Record: 5-3-0,"5'' 10'"",170,,Orthodox,Dec 17 1981,0.69,0,29,0,7.37,0,18,0
3164,Issei Tamura,Record: 10-8-0,"5'' 5'"",135,63,Orthodox,Mar 12 1984,1.89,0.92,53,25,4.58,33,44,0
3165,Akitoshi Tamura,Record: 21-18-2,"5'' 9'"",135,70,Orthodox,May 31 1980,3.73,0,43,0,1.94,20,78,1
3166,Kiyoshi Tamura,Record: 32-13-3,"5'' 11'"",185,,Southpaw,Dec 17 1969,2.44,0.58,53,60,1.44,45,60,0.2
3167,Eli Tamez,Record: 10-0-0,"5'' 7'"",135,,"",Aug 22 1985,0,0,0,0,0,0,0,0
3168,Tsuyoshi Tamakairiki,Record: 0-3-0,"6'' 0'"",220,,Orthodox,--,0,0,0,0,26.67,0,50,0
3169,Nordine Taleb,Record: 15-7-0,"6'' 1'"",170,74,Orthodox,Jun 10 1981,3.66,1.94,51,76,2.62,73,66,0
3170,Oleg Taktarov,Record: 17-5-2,"6'' 0'"",210,,Orthodox,Aug 26 1967,0,0,0,0,0,0,0,0
3171,Makoto Takimoto,Record: 6-5-0,"5'' 7'"",205,,Southpaw,Dec 08 1979,1.37,1.48,39,50,1.71,25,55,1.1
3172,Yoshihiro Takayama,Record: 1-4-0,"6'' 5'"",280,,Orthodox,Sep 19 1968,3.4,0.67,54,33,5.69,55,29,0
3173,Hiroyuki Takaya,Record: 21-14-2,"5'' 6'"",139,,Orthodox,Jun 10 1977,3.18,0.9,33,45,3.16,66,60,0
3174,Daiju Takase,Record: 12-15-2,"6'' 0'"",170,,Southpaw,Apr 20 1978,0.49,0.84,30,17,1.64,21,47,1.2
3175,Yoko Takahashi,Record: 15-12-2,"5'' 8'"",150,,"",Apr 20 1973,5.11,0,54,0,8.78,0,48,0
3176,Yoshiki Takahashi,Record: 30-27-3 (1 NC),"5'' 11'"",199,,Southpaw,Mar 13 1969,2.26,0,51,0,6.47,66,44,2.3
3177,Nobuhiko Takada,Record: 2-6-2,"6'' 0'"",220,,Southpaw,Apr 12 1962,0.31,1.15,24,20,1.92,0,39,0
3178,Mairbek Taisumov,Record: 27-6-0,"5'' 9'"",155,73,Orthodox,Aug 08 1988,2.98,1.34,39,63,3.03,88,64,0
3179,Tatsuro Taira,Record: 11-0-0,"5'' 7'"",125,70,Orthodox,Jan 27 2000,3.8,1,65,20,0.6,60,73,3
3180,Joe Taimanglo,Record: 23-7-1,"5'' 4'"",135,,"",Jun 27 1984,4.18,5.45,42,40,4.55,100,59,1.4
3181,Khalid Taha,Record: 13-4-0 (1 NC),"5'' 5'"",135,69,Orthodox,Feb 15 1992,2.69,0,33,0,4.02,61,45,0.3
3182,Junior Tafa,Record: 0-0-0,--,,,"",Sep 21 1996,0,0,0,0,0,0,0,0
3183,Justin Tafa,Record: 5-3-0,"6'' 0'"",264,74,Southpaw,Dec 13 1993,5.02,0,55,0,5.94,100,49,0
3184,Eugenio Tadeu,Record: 2-3-0 (1 NC),"5'' 8'"",160,,Orthodox,--,0,0,0,0,0,0,0,0
3185,Amber Tackett,Record: 1-3-0,--,115,,"",--,0,0,0,0,0,0,0,0
3186,Osamu Tachihikari,Record: 0-4-0,"6'' 5'"",300,,Orthodox,--,0,0,0,0,0,0,0,0
3187,Tony Sylvester,Record: 11-3-0,"6'' 1'"",225,,Southpaw,Jan 27 1978,0,0,0,0,10.12,0,12,0
3188,Leo Sylvest,Record: 10-16-0,"5'' 11'"",205,,Orthodox,Sep 03 1973,0,0,0,0,6.58,0,27,0
3189,Kevin Syler,Record: 10-1-0,"5'' 9'"",155,71,Switch,Jul 29 1993,5.6,1,69,40,4.03,77,48,2
3190,Bentley Syler,Record: 5-1-0,"5'' 4'"",125,,Orthodox,Dec 22 1982,1.3,0,18,0,1.73,75,79,0
3191,Floyd Sword,Record: 12-3-0,"6'' 0'"",185,,Orthodox,Aug 24 1976,0.78,0,42,0,1.57,33,40,0
3192,Mike Swick,Record: 15-6-0,"6'' 1'"",170,77,Orthodox,Jun 19 1979,2.36,1.06,37,50,2.29,61,54,0.6
3193,Cub Swanson,Record: 28-12-0,"5'' 8'"",145,70,Orthodox,Nov 02 1983,4.66,1.08,50,51,3.65,61,60,0.5
