id,fighter_name,fighter_record,height,weight,reach,stance,date_of_birth,slpm,td_avg,strike_acc,td_acc,sapm,td_def,strike_def,sub_avg
802,Loma Lookboonmee,Record: 6-3-0,"5'' 1'"",115,61,Orthodox,Jan 18 1996,4.41,1.4,56,38,2.81,68,54,0
803,Thomas Longacre,Record: 6-1-0,"5'' 9'"",145,,Orthodox,--,0,0,0,0,0,0,0,0
804,Rocky Long,Record: 21-37-1,--,145,,"",Feb 18 1978,0,0,0,0,0,0,0,0
805,Michael Lombardo,Record: 11-2-0 (1 NC),"6'' 0'"",170,72,Orthodox,Apr 03 1990,1.47,2.5,62,21,2.63,60,31,0
806,Hector Lombard,Record: 34-10-1 (2 NC),"5'' 9'"",185,71,Southpaw,Feb 02 1978,3.02,1.69,46,48,3.35,77,53,0.5
807,David Loiseau,Record: 23-11-0,"6'' 0'"",185,76,Orthodox,Dec 17 1979,1.59,0.43,44,42,3.64,36,43,0.1
808,Christian Lohsen,Record: 4-2-0,"6'' 2'"",155,77,Southpaw,Jan 24 1995,5.27,0,49,0,6.93,0,44,2
809,Sean Loeffler,Record: 31-5-0,"6'' 3'"",185,,Orthodox,May 23 1982,0,0,0,0,0,0,0,0
810,Dylan Lockard,Record: 6-2-0,"5'' 9'"",145,72,Orthodox,May 19 1992,1.31,2.31,53,40,3.31,28,52,1.2
811,Artem Lobov,Record: 13-15-1 (1 NC),"5'' 9'"",145,65,Southpaw,Aug 11 1986,3.52,0.39,41,25,4.82,52,50,0
812,John Lober,Record: 5-9-4,"5'' 11'"",199,,Orthodox,Feb 26 1968,0,0,0,0,0,0,0,0
813,Brian Lo-A-Njoe,Record: 6-10-3,"5'' 7'"",155,,Orthodox,--,3.87,0,42,0,0,66,0,0
814,Abner Lloveras,Record: 20-9-1,"5'' 11'"",155,,"",Sep 04 1982,6.27,2,49,20,6.87,0,43,0
815,Wesley Little,Record: 4-8-0,"6'' 4'"",205,,"",--,0,0,0,0,0,0,0,0
816,Dean Lister,Record: 13-7-0,"6'' 1'"",185,75,Orthodox,Feb 13 1976,1.26,1.58,35,15,1.89,50,61,1.1
817,Ariane Lipski,Record: 14-7-0,"5'' 6'"",125,67,Orthodox,Jan 26 1994,3.33,0.19,36,20,3.9,55,51,0.4
818,Philipe Lins,Record: 15-5-0,"6'' 2'"",240,78,Orthodox,Aug 17 1985,3.4,1.84,49,36,4.25,100,43,0
819,Lucio Linhares,Record: 19-8-0,"6'' 2'"",185,,Orthodox,Dec 08 1973,0.99,1.86,22,50,3.47,50,34,1.9
820,Austin Lingo,Record: 9-1-0,"5'' 10'"",145,70,Orthodox,Jul 10 1994,4,0.67,42,66,3.82,80,58,0
821,John Lineker,Record: 31-9-0,"5'' 3'"",135,67,Orthodox,Jun 12 1990,5.36,0.56,40,58,4.27,67,56,0.6
822,Jake Lindsey,Record: 12-7-0,"5'' 11'"",155,,Switch,Jun 21 1986,3.44,0.65,52,33,4.01,50,46,0
823,Matt Lindland,Record: 22-9-0,"6'' 0'"",185,74,Southpaw,May 17 1970,2.62,3.01,50,48,1.56,60,52,1.3
824,Miguel Linares,Record: 2-4-0,--,,,"",--,6.51,0,50,0,8.84,0,36,0
825,Mabelly Lima,Record: 7-1-0,"5'' 2'"",135,,Orthodox,Jan 25 1994,3.07,0,63,0,5.67,100,44,0
826,Douglas Lima,Record: 29-6-0,"6'' 1'"",170,,"",Jan 05 1988,1.92,0.6,36,100,2.84,46,60,0
827,Dhiego Lima,Record: 17-9-0,"6'' 2'"",170,75,Orthodox,Jan 31 1989,3.12,1.26,39,34,3.88,73,58,0.6
828,Juliana Lima,Record: 9-5-0,"5'' 5'"",115,65,Orthodox,Mar 15 1982,1.94,1.72,44,31,2.11,70,55,0
829,Hyun Gyu Lim,Record: 13-7-1,"6'' 3'"",170,77,Orthodox,Jan 16 1985,4.45,0.23,41,100,5.07,73,51,0.2
830,Jae Suk Lim,Record: 17-6-0,"5'' 9'"",170,,Orthodox,Nov 09 1979,2.43,12.16,50,100,4.05,100,37,0
831,Donnie Liles,Record: 17-7-0,"5'' 9'"",170,,Orthodox,--,2.25,2.5,41,28,1.75,0,65,1.2
832,Chris Liguori,Record: 15-10-0,"5'' 9'"",185,,Orthodox,--,0.29,0,33,0,1.44,50,0,0
833,Scott Lighty,Record: 6-2-0,"6'' 2'"",205,,"",Oct 15 1978,2.91,0,21,0,4.24,0,49,0
834,Zach Light,Record: 9-11-0,"5'' 8'"",170,,Orthodox,Feb 06 1974,0.81,1.36,33,100,1.9,0,48,0
835,Sam Liera,Record: 12-10-0,--,,,"",--,0.82,0,60,0,7.36,66,51,0
836,Chuck Liddell,Record: 21-8-0,"6'' 2'"",205,76,Orthodox,Dec 17 1969,2.97,0.44,35,75,2.71,81,56,0
837,Jess Liaudin,Record: 20-11-0,"5'' 9'"",170,72,Orthodox,--,2.46,3.28,51,53,2.76,30,41,1.6
838,Li Jingliang,Record: 18-7-0,"6'' 0'"",170,71,Orthodox,Mar 20 1988,4.42,1.25,42,39,3.74,58,58,0
839,Chi Lewis-Parry,Record: 7-0-1 (2 NC),"6'' 9'"",243,,"",Aug 10 1983,0,0,0,0,0,0,0,0
840,Brandon Lewis,Record: 5-1-0,"5'' 4'"",135,65,Orthodox,Aug 02 1997,1.33,0,39,0,1.87,20,54,0
841,Bevon Lewis,Record: 7-3-0,"6'' 3'"",185,79,Orthodox,May 05 1991,3.73,0,43,0,2.67,66,54,0
842,Derrick Lewis,Record: 26-9-0 (1 NC),"6'' 3'"",260,79,Orthodox,Feb 07 1985,2.56,0.6,50,28,2.51,55,41,0
843,John Lewis,Record: 3-4-3,"6'' 0'"",155,,Southpaw,--,0,0,0,0,4,0,66,0
844,Natan Levy,Record: 7-1-0,"5'' 9'"",155,71,Southpaw,Sep 30 1991,3.84,5.13,52,56,3.62,41,54,0.7
845,Kyle Levinton,Record: 0-3-0,--,,,"",--,0,0,0,0,0,0,0,0
846,David Levicki,Record: 1-3-0,"6'' 5'"",275,,"",--,0,0,0,0,0,0,0,0
847,Marcus LeVesseur,Record: 22-7-0,"5'' 9'"",155,70,Southpaw,Jul 17 1982,2.55,3.89,64,36,3.7,83,37,0.6
848,Justin Levens,Record: 10-7-0,"5'' 11'"",185,,Orthodox,Apr 18 1980,1.24,1.69,47,50,3.15,33,37,5.1
849,Leah Letson,Record: 5-3-0,"5'' 7'"",145,71,"",Aug 21 1992,3.06,0.51,41,50,3.84,76,52,0
850,Valerie Letourneau,Record: 8-6-0,"5'' 7'"",115,68,Orthodox,Apr 29 1983,4.51,0.77,37,45,5.4,66,58,0.3
851,Frank Lester,Record: 11-6-0 (1 NC),"5'' 11'"",170,,Orthodox,Jun 10 1984,2.18,0,36,0,3.82,0,53,0
852,Brock Lesnar,Record: 5-3-0 (1 NC),"6'' 3'"",265,81,Orthodox,Jul 12 1977,3.53,3.9,72,55,2.11,60,50,0.5
853,Lukasz Les,Record: 8-3-0,--,170,,"",Nov 05 1981,0,0,0,0,0,0,0,0
854,Michael Lerma,Record: 0-1-0,--,,,"",--,0,0,0,0,6.47,0,45,0
855,Kimo Leopoldo,Record: 10-7-1,"6'' 3'"",235,,Orthodox,Jan 05 1968,0.76,4.55,83,100,2.12,0,30,2.3
856,Chad Leonhardt,Record: 9-4-0,"6'' 0'"",170,,"",Feb 19 1980,0,0,0,0,0,0,0,0
857,Anthony Leone,Record: 15-8-0,"5'' 6'"",135,,Orthodox,May 27 1987,1.94,1.72,53,18,2.52,0,56,0
858,Victoria Leonardo,Record: 8-5-0,"5'' 5'"",125,64,Orthodox,Feb 16 1990,3.71,1.56,41,27,5.14,66,45,0
859,Alberta Cerra Leon,Record: 0-1-0,"5'' 8'"",238,,"",--,0,0,0,0,0,0,0,0
860,Nik Lentz,Record: 30-12-2 (1 NC),"5'' 8'"",145,68,Orthodox,Aug 13 1984,3.44,3.3,47,32,3.25,43,50,1.2
861,Jean Francois Lenogue,Record: 16-17-3,"6'' 0'"",185,,Orthodox,Nov 29 1972,1.13,0,34,0,0.27,33,60,0
862,Jesse Lennox,Record: 14-4-0,"5'' 9'"",170,72,Orthodox,Mar 10 1982,2.69,1.22,32,66,3.2,63,64,0.3
863,Christophe Leninger,Record: 3-4-0,"6'' 0'"",200,,Southpaw,--,0,0,0,0,0,0,0,0
864,Giacomo Lemos,Record: 6-0-0,"6'' 3'"",247,75,Orthodox,Jun 23 1989,0,0,0,0,0,0,0,0
865,Amanda Lemos,Record: 11-2-1,"5'' 4'"",115,65,Southpaw,May 22 1987,5.14,1.22,57,57,4.42,88,48,0.3
866,Gabe Lemley,Record: 13-9-0,"5'' 8'"",155,,Orthodox,--,0.82,0,35,0,6.03,0,45,0
867,Stefan Leko,Record: 0-3-0,"6'' 2'"",215,,Orthodox,Jun 03 1974,2.4,0,43,0,6.17,0,68,0
868,Thales Leites,Record: 28-9-0,"6'' 1'"",185,78,Orthodox,Sep 06 1981,2.13,2.1,40,27,2.99,30,52,1.1
869,Cheyden Leialoha,Record: 6-0-0,"5'' 8'"",135,73,Orthodox,Mar 15 1994,1.87,2,28,33,3.2,71,53,0
870,Sherron Leggett,Record: 21-6-0,"5'' 8'"",155,,Southpaw,Oct 27 1978,2.86,5.19,51,80,2.08,33,47,0
871,Ricky Legere Jr.,Record: 14-4-0,"5'' 8'"",170,,"",--,1.07,5,41,41,1.53,0,60,0
872,JeongYeong Lee,Record: 9-1-0,--,145,,"",Nov 13 1995,0,0,0,0,0,0,0,0
873,Andrea Lee,Record: 13-6-0,"5'' 6'"",125,69,Orthodox,Feb 11 1989,5.43,1.68,49,50,3.64,56,64,0.7
874,Rocky Lee,Record: 3-2-0,"5'' 9'"",145,,Orthodox,Apr 08 1987,2.47,1,51,10,5.33,33,44,0
875,Kevin Lee,Record: 18-7-0,"5'' 9'"",170,77,Orthodox,Sep 04 1992,3.89,3.19,42,43,3.56,75,50,0.8
876,Vaughan Lee,Record: 14-13-1,"5'' 6'"",125,66,Orthodox,Oct 15 1982,3.47,0.81,47,33,2.07,72,70,1
877,Imani Lee,Record: 2-4-0,--,,,Orthodox,--,0,0,0,0,0.94,0,33,0
878,Matt Lee,Record: 14-10-1,"5'' 11'"",155,,Orthodox,--,0,0,0,0,9.68,0,21,0
879,Tommy Lee,Record: 25-6-0 (1 NC),"5'' 7'"",145,,Orthodox,Jan 20 1977,0,4.57,0,33,0.3,0,75,0
880,Tae Hyun Lee,Record: 1-2-0,"6'' 6'"",295,,Orthodox,Jan 17 1975,1.37,5.15,31,100,3.89,0,54,0
881,Eun Soo Lee,Record: 17-4-0 (1 NC),"6'' 1'"",215,,Orthodox,Mar 07 1982,0,0,0,0,3.05,50,60,0
882,Jackie Lee,Record: 0-1-0,--,,,"",--,0,0,0,0,0,0,0,0
883,David Lee,Record: 12-10-0,"5'' 10'"",155,,Orthodox,--,1.49,0,50,0,3.31,50,42,0
884,James Lee,Record: 15-3-0 (1 NC),"5'' 11'"",205,,Southpaw,Sep 22 1973,1.4,13.95,42,50,3.72,0,27,7
885,Justin Ledet,Record: 9-4-0 (1 NC),"6'' 4'"",205,80,Orthodox,Sep 28 1988,3.35,0.23,39,50,4.82,42,49,0.2
886,Stephen Ledbetter,Record: 8-3-0,"5'' 9'"",145,,Orthodox,Jun 30 1982,1.2,5,38,45,1.6,100,57,0
887,Mickael Lebout,Record: 16-7-1 (1 NC),"5'' 11'"",155,73,Orthodox,Aug 16 1987,2.6,0,34,0,2.98,60,54,0
888,Chris Leben,Record: 22-11-0,"5'' 11'"",185,73,Southpaw,Jul 21 1980,2.87,1.14,42,41,2.87,53,52,0.8
889,Jerome LeBanner,Record: 3-2-0,"6'' 3'"",265,,Southpaw,Dec 26 1972,0.92,0,35,0,1.03,50,37,0
890,Jordan Leavitt,Record: 10-1-0,"5'' 9'"",155,71,Southpaw,Jun 02 1995,2.49,1.8,61,26,1.82,33,53,1.4
891,Thanh Le,Record: 6-1-0,"5'' 9'"",145,74,Orthodox,Aug 28 1985,1.97,0,40,0,1.82,100,70,0
892,Cung Le,Record: 9-3-0,"5'' 9'"",185,70,Southpaw,May 25 1972,4.36,1.37,48,71,2.98,88,66,0.3
893,Mounir Lazzez,Record: 11-2-0,"6'' 1'"",170,76,Orthodox,Nov 16 1987,7.4,1.84,54,66,5.28,71,53,0
894,Zviad Lazishvili,Record: 13-1-0,"5'' 6'"",135,69,Orthodox,Oct 25 1991,4.2,0,39,0,6.13,0,51,0
895,Valmir Lazaro,Record: 15-5-0,"6'' 0'"",155,73,Orthodox,Aug 15 1985,4.87,1.33,37,40,4.09,96,61,0
896,Eric Lawson,Record: 9-5-0,"6'' 0'"",185,,Orthodox,--,1.58,8.88,57,42,1.97,0,44,3
897,Ronnie Lawrence,Record: 8-1-0,"5'' 8'"",135,68,Switch,Jun 13 1992,3.54,9.15,57,78,1.62,100,55,0.3
898,Lance Lawrence,Record: 4-1-0,"6'' 1'"",145,74,Orthodox,Jun 26 1993,5.87,1,50,100,9.8,50,24,0
899,Justin Lawrence,Record: 10-4-0,"5'' 8'"",145,67,Orthodox,May 15 1990,3.84,0.72,35,28,2.83,73,67,0
900,Tom Lawlor,Record: 10-6-0 (1 NC),"6'' 0'"",205,74,Southpaw,May 15 1983,2.5,2.46,42,32,2.41,57,60,1.4
901,Robbie Lawler,Record: 29-15-0 (1 NC),"5'' 11'"",170,74,Southpaw,Mar 20 1982,3.73,0.66,46,64,4.42,65,59,0
902,Muhammed Lawal,Record: 21-6-0 (1 NC),"6'' 0'"",205,78,Southpaw,Jan 11 1981,3.79,5.96,52,75,1.61,87,66,0
903,Chatt Lavender,Record: 9-7-0,"5'' 8'"",170,,"",May 24 1976,0,0,0,0,0,0,0,0
904,Dan Lauzon,Record: 17-6-0,"5'' 10'"",155,,Orthodox,Mar 30 1988,1.34,1.63,25,33,4.09,80,61,2.7
905,Joe Lauzon,Record: 28-16-0,"5'' 10'"",155,71,Orthodox,May 22 1984,2.84,2.39,39,45,5.39,54,54,2
906,Jenel Lausa,Record: 7-5-0,"5'' 5'"",125,68,Orthodox,Aug 01 1988,1.44,0.55,42,66,3.53,51,53,0.8
907,Sione Latu,Record: 1-0-0,"6'' 0'"",215,,"",--,0,0,0,0,0,0,0,0
908,Ilir Latifi,Record: 16-8-0 (1 NC),"5'' 10'"",230,73,Orthodox,Jul 28 1982,1.84,2.02,39,34,2.86,100,56,0.4
909,Bobby Lashley,Record: 15-2-0,"6'' 3'"",255,78,Orthodox,Jul 16 1976,3.1,11.47,63,70,0.76,0,63,0
910,Ryan Larson,Record: 6-2-0,--,170,,"",Dec 30 1980,0,0,0,0,0,0,0,0
911,Brock Larson,Record: 42-10-0,"5'' 11'"",170,71,Southpaw,Aug 23 1977,1.39,2.67,46,34,1.5,43,55,2
912,Jeremy Larsen,Record: 8-5-0,"5'' 10'"",145,70,Orthodox,May 18 1984,4.87,2.49,48,33,5.75,0,57,0
913,Lorenz Larkin,Record: 18-6-0 (1 NC),"5'' 11'"",170,72,Orthodox,Sep 03 1986,3.53,0.27,46,42,2.74,79,63,0.1
914,Icho Larenas,Record: 6-5-0,"6'' 3'"",235,,Orthodox,Mar 12 1980,0.17,0,15,0,2.5,14,28,0
915,TJ Laramie,Record: 12-5-0,"5'' 6'"",145,66,Orthodox,Oct 15 1997,1.49,1.44,50,33,2.64,40,38,0
916,Anthony Lapsley,Record: 23-7-0 (2 NC),"5'' 9'"",170,,Southpaw,Feb 13 1980,0.53,0,34,0,0.58,20,66,0
917,Chad Laprise,Record: 13-4-0,"5'' 10'"",170,71,Orthodox,Jul 23 1986,4.78,1.05,42,54,3.59,78,65,0
918,Taylor Lapilus,Record: 11-2-0,"5'' 6'"",135,73,Southpaw,Apr 08 1992,3.77,0.58,45,40,2,81,61,0.6
919,Lina Lansberg,Record: 10-6-0,"5'' 7'"",135,65,Orthodox,Mar 13 1982,2.74,0.62,55,27,3.89,48,45,0.1
920,Lionel Lanham,Record: 5-1-0,--,205,,"",Aug 31 1980,0,0,0,0,0,0,0,0
921,Jeremy Lang,Record: 21-2-0,"5'' 11'"",205,,Southpaw,May 11 1975,1.13,4.22,50,60,1.41,0,42,4.2
922,Aaron Lanfranco,Record: 5-1-0,--,155,,"",Aug 26 1986,0,0,0,0,0,0,0,0
923,Austen Lane,Record: 2-1-0,"6'' 6'"",245,,Orthodox,Nov 09 1987,5.26,0,35,0,6.32,0,60,0
924,Nate Landwehr,Record: 15-4-0,"5'' 9'"",145,72,Orthodox,Jun 06 1988,6.51,0.48,52,50,5.96,87,51,1
925,Jose Landi-Jons,Record: 29-16-0,"5'' 11'"",170,,Orthodox,Sep 09 1973,0.99,2.2,40,80,0.77,40,43,2.2
926,Jason Lambert,Record: 26-13-0,"6'' 3'"",185,75,Orthodox,Jun 03 1975,3.21,1.35,58,36,1.84,28,50,2.4
927,Ricardo Lamas,Record: 20-8-0,"5'' 8'"",145,71,Orthodox,May 21 1982,3.13,1.84,47,33,2.87,46,57,0.9
928,Sean Lally,Record: 7-3-0,"6'' 0'"",170,,Orthodox,Nov 04 1990,5.34,0,39,0,7.23,0,30,0
929,Todd Lally,Record: 2-1-0,"5'' 7'"",145,,Orthodox,--,0,0,0,0,0,0,0,0
930,Tim Lajcik,Record: 7-6-1,"6'' 1'"",225,,Orthodox,Jun 21 1965,0,0,0,0,0,0,0,0
931,Yohan Lainesse,Record: 8-1-0,"6'' 1'"",170,76,Orthodox,Aug 14 1992,4.32,2.82,49,40,4.69,0,60,1.4
932,Tina Lahdemaki,Record: 5-1-0,"5'' 2'"",115,,Orthodox,May 28 1988,1.93,0,20,0,4.67,16,57,0
933,Noad Lahat,Record: 11-2-0,"5'' 9'"",145,69,Orthodox,Jun 08 1984,2.79,2.37,46,26,1.47,16,63,2.4
934,Ben Lagman,Record: 6-5-0,"6'' 2'"",185,,"",Sep 04 1986,0,0,0,0,0,0,0,0
935,Ryan LaFlare,Record: 14-3-0,"6'' 1'"",170,74,Southpaw,Oct 01 1983,2.89,2.13,40,44,1.86,58,63,0.2
936,Aspen Ladd,Record: 9-3-0,"5'' 6'"",135,66,Orthodox,Mar 01 1995,3.78,1.56,47,47,4.65,62,47,0.6
937,Kemran Lachinov,Record: 3-2-0,--,170,,"",--,0,0,0,0,0,0,0,0
938,Jeremiah Labiano,Record: 11-5-0,"5'' 10'"",135,,"",--,0,0,0,0,0,0,0,0
939,Josh LaBerge,Record: 11-6-0,"5'' 10'"",145,,"",--,2.53,0,36,0,5.33,71,44,0
940,Achmed Labasanov,Record: 7-4-0,"6'' 3'"",215,,Orthodox,Apr 24 1978,0.75,3,39,100,1.1,0,46,0.8
941,Jarrod Kwitty,Record: 2-2-0,"5'' 8'"",185,,"",--,0.53,8,50,50,4.4,0,32,2
942,Kaleo Kwan,Record: 11-16-0,"5'' 7'"",155,,"",Aug 01 1970,0,0,0,0,0,0,0,0
943,Lina Kvokov,Record: 0-3-0,"5'' 9'"",135,,Orthodox,--,2.31,0,30,0,12.12,0,19,0
944,Guram Kutateladze,Record: 12-2-0,"5'' 11'"",155,72,Orthodox,Jan 08 1992,2.47,0,43,0,3.47,68,58,0
945,Kyle Kurtz,Record: 7-5-0,--,170,,"",--,1.31,1.23,36,20,2.95,0,52,2.5
946,Eldari Kurtanidze,Record: 0-1-0,"5'' 6'"",235,,Orthodox,Apr 16 1972,0.47,0,20,0,3.72,0,60,0
947,Tsuyoshi Kurihara,Record: 10-8-2,"5'' 10'"",185,,Orthodox,Jul 13 1973,0,0,0,0,12,0,50,0
948,Ramazan Kuramagomedov,Record: 8-0-0,"6'' 1'"",170,73,Orthodox,Aug 23 1996,11.67,1,67,14,9.13,0,54,0
949,Korey Kuppe,Record: 8-4-0,"6'' 5'"",170,77,Switch,Jan 23 1989,0.73,0,73,0,1.33,69,31,1
950,Leo Kuntz,Record: 18-4-1,"5'' 10'"",155,,Orthodox,Oct 03 1983,1.68,1.99,32,25,3.8,33,45,0.7
951,Yana Kunitskaya,Record: 14-6-0 (1 NC),"5'' 6'"",135,68,Orthodox,Nov 11 1989,4.28,1.53,56,53,2.94,50,50,0.2
952,Kiichi Kunimoto,Record: 18-7-2 (1 NC),"5'' 10'"",170,71,Orthodox,May 01 1981,1.87,1.59,44,20,3.92,28,41,0.3
953,Keigo Kunihara,Record: 3-2-0,"6'' 0'"",235,,Orthodox,--,0.17,4.97,10,40,1.99,100,57,2.5
954,Rizvan Kuniev,Record: 11-2-1,"6'' 4'"",240,76,Orthodox,Oct 03 1992,7.09,4.09,73,75,1.55,0,51,0
955,Aleksei Kunchenko,Record: 20-2-0,"5'' 8'"",170,70,Orthodox,May 02 1984,3.67,0.25,44,33,2.83,80,63,0
956,Maiju Kujala,Record: 6-3-0,--,135,,"",--,2.5,0,40,0,5.5,50,36,0
957,Anton Kuivanen,Record: 24-10-0,"5'' 8'"",155,72,Orthodox,May 01 1984,2.27,1.2,38,100,1.63,71,67,0.4
958,Michael Kuiper,Record: 15-5-0,"6'' 0'"",185,73,Orthodox,Jun 07 1989,3.28,2.3,54,55,3.62,79,54,0
959,John Kuhner,Record: 1-2-0,--,170,,"",Oct 12 1982,0,0,0,0,0,0,0,0
960,Junya Kudo,Record: 10-7-2,--,135,,Orthodox,--,1.85,0,71,0,4.44,0,33,0
961,Mariusz Ksiazkiewicz,Record: 8-1-0,"6'' 3'"",185,75,Southpaw,Oct 04 1989,0.93,4,45,100,3.4,0,39,2
962,Nikita Krylov,Record: 27-9-0,"6'' 3'"",205,77,Orthodox,Mar 07 1992,4.35,1.43,56,35,2.44,54,43,1.3
963,Jorgen Kruth,Record: 5-0-0,"6'' 2'"",205,,"",May 08 1974,0,0,0,0,0,0,0,0
964,Rene Kronvold,Record: 5-1-0,"5'' 8'"",170,,Orthodox,--,0.82,0,100,0,2.47,66,60,4.1
965,Pascal Krauss,Record: 11-2-0,"6'' 1'"",170,,Orthodox,Apr 19 1987,5.45,1.53,47,50,3.88,60,59,0.9
966,James Krause,Record: 28-9-0,"6'' 2'"",170,73,Orthodox,Jun 04 1986,4.79,0.96,49,18,4.11,59,61,0.9
967,Derrick Krantz,Record: 22-12-0,"5'' 10'"",170,72,Orthodox,Jan 13 1988,2.07,3.18,37,50,4.03,0,50,0.8
968,Steve Kozola,Record: 8-0-0,--,155,,"",--,3.9,2.34,39,100,4.36,100,50,0
969,Karolina Kowalkiewicz,Record: 12-7-0,"5'' 3'"",115,64,Orthodox,Oct 15 1985,5.16,0.19,39,22,5.56,74,56,0.1
970,Marcus Kowal,Record: 3-1-1,--,135,,"",--,0,0,0,0,0,0,0,0
971,Matt Kovacs,Record: 12-16-0,"6'' 0'"",244,,Orthodox,--,1.47,1,22,25,4.87,0,44,0
972,Iouri Kotchkine,Record: 7-4-1,"6'' 2'"",235,,Orthodox,--,0.67,0,38,0,4.92,25,15,0
973,Ilya Kotau,Record: 1-2-0,--,170,,"",--,3.94,6.57,40,100,4.38,100,44,6.6
974,Naoyuki Kotani,Record: 34-14-7,"5'' 8'"",155,66,Southpaw,Dec 08 1981,1.02,0.83,31,16,2.89,46,50,0.8
975,Josh Koscheck,Record: 17-11-0,"5'' 10'"",170,73,Orthodox,Nov 30 1977,1.79,2.46,36,48,2.27,64,63,0.4
976,Andrey Koreshkov,Record: 19-2-0,"6'' 0'"",170,,"",Aug 23 1990,2.84,4.8,39,53,1.92,0,63,0
977,Bruno Korea,Record: 7-3-0,"5'' 6'"",135,65,"",Jun 28 1991,2.12,0,34,0,3.96,25,42,0
978,Roman Kopylov,Record: 8-2-0,"6'' 0'"",185,75,Southpaw,May 04 1991,2.72,0.52,42,33,3.93,83,55,0
979,Andrei Kopylov,Record: 6-11-0,"6'' 2'"",265,,Orthodox,Jul 16 1965,0.33,0,66,0,4.31,0,40,0
980,Cheick Kongo,Record: 27-10-2,"6'' 4'"",240,82,Orthodox,May 17 1975,3.33,2.3,56,56,1.28,52,54,0.2
981,Syuri Kondo,Record: 6-3-0,"5'' 4'"",115,66,Orthodox,Feb 08 1989,5.4,0,44,0,7.22,83,58,0.3
982,Yuki Kondo,Record: 60-33-9,"5'' 11'"",183,,Southpaw,Jul 17 1975,1.14,0.76,42,41,2.57,37,51,0.5
983,John Kolosci,Record: 15-9-0,"5'' 11'"",185,,Orthodox,Nov 26 1974,0.21,0,20,0,0.85,0,50,0
984,Kaloyan Kolev,Record: 10-1-0,"6'' 2'"",205,73,Orthodox,Oct 17 1992,1.12,10.11,45,60,4.49,0,42,0
985,Tsuyoshi Kohsaka,Record: 27-19-2,"5'' 11'"",225,,Orthodox,Mar 06 1970,1.88,1.32,38,20,4.41,33,54,0.4
986,Charlie Kohler,Record: 8-4-1,"5'' 9'"",155,,Orthodox,Jul 16 1976,0.81,0,33,0,4.31,0,46,4
987,Brad Kohler,Record: 12-15-0,"5'' 9'"",220,,Orthodox,May 26 1964,0,0,0,0,0,0,0,0
988,Shingo Kohara,Record: 1-0-0,"5'' 6'"",135,,"",--,0,0,0,0,0,0,0,0
989,Sokun Koh,Record: 4-1-0,"6'' 1'"",205,,"",--,0,0,0,0,0,0,0,0
990,Erik Koch,Record: 16-6-0,"5'' 10'"",170,71,Southpaw,Oct 04 1988,2.33,1.02,42,42,2.82,81,47,1
991,Kelly Kobold,Record: 19-3-1,"5'' 6'"",135,,Orthodox,Feb 25 1983,2.33,1.67,21,11,4.11,0,59,0
992,Isao Kobayashi,Record: 21-4-4,"5'' 8'"",145,,"",Oct 28 1988,1.01,2.17,33,100,1.66,100,45,0
993,Josefine Knutsson,Record: 3-0-0,--,115,,"",--,0,0,0,0,0,0,0,0
994,William Knight,Record: 11-4-0,"5'' 10'"",205,73,Orthodox,Apr 03 1988,2.95,2.07,59,44,2.99,48,32,0.5
995,Jason Knight,Record: 20-5-0,"5'' 10'"",145,71,Orthodox,Jul 14 1992,2.95,1.31,33,31,3.02,47,51,1.7
996,Kevin Knabjian,Record: 12-7-1,"5'' 10'"",170,,Orthodox,Jul 05 1984,0,0,0,0,15.56,100,22,0
997,Michael Knaap,Record: 18-22-3,"6'' 2'"",220,,Orthodox,Feb 27 1984,0,0,0,0,0,0,0,0
998,Drakkar Klose,Record: 12-2-1,"5'' 9'"",155,70,Orthodox,Mar 09 1988,4.42,1.77,55,33,3.61,68,53,0
999,Stefan Klever,Record: 6-1-0,--,185,,Orthodox,--,0.82,0,50,0,3.84,0,58,0
1000,Seth Kleinbeck,Record: 8-4-0,"6'' 2'"",185,,"",Jul 25 1973,2.55,0.98,33,25,2.42,90,40,0
1001,Ludovit Klein,Record: 18-4-0,"5'' 7'"",155,72,Southpaw,Feb 22 1995,3.58,1.38,55,36,4.22,80,45,0
1002,Top Kiwram,Record: 7-3-0,--,125,,"",Aug 15 1992,0,0,0,0,0,0,0,0
1003,Satoru Kitaoka,Record: 40-14-9,"5'' 6'"",154,,"",Feb 04 1980,0.68,0.62,33,10,2.15,27,45,2.1
1004,Koji Kitao,Record: 1-2-0,"6'' 7'"",350,,Southpaw,Oct 12 1963,0,0,0,0,0,0,0,0
1005,Justine Kish,Record: 7-4-0,"5'' 5'"",125,64,Orthodox,Apr 13 1988,4.51,0.87,48,33,4.59,50,57,0.1
1006,Yurij Kiseliov,Record: 5-4-0,"5'' 8'"",185,,Orthodox,--,4.88,0,87,0,0,50,0,0
1007,Kamuela Kirk,Record: 12-5-0,"5'' 10'"",145,75,Switch,Apr 13 1994,2.99,0.86,49,40,5.1,53,37,1.3
1008,Kyle Kingsbury,Record: 11-6-0 (1 NC),"6'' 4'"",205,79,Orthodox,Mar 22 1982,2.97,2.64,40,41,3.81,52,51,0
