id,fighter_url,fighter_name,fighter_record,height,weight,reach,stance,date_of_birth,slpm,td_avg,strike_acc,td_acc,sapm,td_def,strike_def,sub_avg
823,http://ufcstats.com/fighter-details/35e1f9984ed64206,Ryan MacDonald,Record: 10-2-0,"5' 11""",135,71,Switch,Mar 18 1993,2.28,0.0,29.0,0.0,6.49,0.0,45.0,0.0
824,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e,Rory MacDonald,Record: 19-4-0,"6' 0""",170,76,Orthodox,Jul 22 1989,3.75,1.77,42.0,47.0,2.8,88.0,62.0,0.4
825,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64,Rob MacDonald,Record: 5-4-0,"6' 3""",205,78,Orthodox,Sep 05 1978,1.8,7.19,50.0,80.0,2.04,80.0,46.0,5.4
826,http://ufcstats.com/fighter-details/2be6596a9db33bf5,Jason MacDonald,Record: 25-16-0,"6' 3""",185,80,Orthodox,Jun 03 1975,1.55,1.43,52.0,16.0,2.7,35.0,46.0,2.0
827,http://ufcstats.com/fighter-details/ed74afc8b5b47a61,William Macario,Record: 9-3-0,"5' 11""",170,75,Orthodox,Jul 01 1991,4.92,1.85,54.0,45.0,3.96,78.0,65.0,0.0
828,http://ufcstats.com/fighter-details/450bacdacd706bcd,Pawan Maan,Record: 7-3-1,"5' 7""",155,70,Orthodox,Apr 06 1986,0.89,0.0,44.0,0.0,2.98,0.0,43.0,0.0
829,http://ufcstats.com/fighter-details/98a6b2361045898f,Dong Hyun Ma,Record: 16-11-3,"5' 11""",155,70,Orthodox,Sep 09 1988,2.84,1.27,41.0,53.0,4.1,33.0,54.0,0.0
830,http://ufcstats.com/fighter-details/edfe95e3c33a4bf8,Adam Lynn,Record: 17-10-0 (1 NC),"5' 10""",155,,Orthodox,--,1.47,0.0,63.0,0.0,6.95,50.0,10.0,0.0
831,http://ufcstats.com/fighter-details/710d93f1508f7104,Stevie Lynch,Record: 5-2-0,"5' 10""",170,,Orthodox,--,2.47,0.0,25.0,0.0,7.06,0.0,41.0,0.0
832,http://ufcstats.com/fighter-details/5a4913108a3b9190,Lv Zhenhong,Record: 16-6-0,"5' 8""",145,67,Switch,Jun 25 1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,http://ufcstats.com/fighter-details/7832f2f62f04178f,Tucker Lutz,Record: 12-4-0,"5' 8""",145,72,Orthodox,Jul 12 1994,3.74,1.99,46.0,44.0,3.25,69.0,44.0,0.2
834,http://ufcstats.com/fighter-details/622f015c81a9b13a,Travis Lutter,Record: 10-6-0,"5' 11""",185,75,Orthodox,May 12 1973,0.41,1.95,32.0,24.0,2.42,30.0,42.0,0.7
835,http://ufcstats.com/fighter-details/505934897b8b4824,Thaddeus Luster,Record: 0-1-0,"6' 3""",210,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,http://ufcstats.com/fighter-details/6d4b63c767106d3a,Vicente Luque,Record: 22-9-1,"5' 11""",170,75,Orthodox,Nov 27 1991,5.17,1.04,52.0,60.0,5.15,62.0,52.0,0.7
837,http://ufcstats.com/fighter-details/4887e5bc4dbb73ff,Alexandru Lungu,Record: 14-4-0,"6' 0""",385,,Orthodox,Sep 03 1974,3.61,0.0,66.0,0.0,7.22,0.0,40.0,0.0
838,http://ufcstats.com/fighter-details/ce632027bf2a871b,Dalcha Lungiambula,Record: 11-6-0,"5' 8""",185,76,Orthodox,Jul 31 1987,3.07,2.14,45.0,45.0,3.93,77.0,52.0,0.0
839,http://ufcstats.com/fighter-details/e26882820f9e8df5,Mike Lullo,Record: 8-3-0,"5' 8""",145,,Orthodox,Jul 24 1979,2.48,1.18,36.0,11.0,4.84,0.0,40.0,0.6
840,http://ufcstats.com/fighter-details/84ac950d4c1722dd,Duane Ludwig,Record: 21-14-0,"5' 10""",170,70,Orthodox,Aug 04 1978,4.62,0.43,44.0,25.0,3.05,59.0,57.0,0.1
841,http://ufcstats.com/fighter-details/abcf2cc6efc42031,Iasmin Lucindo,Record: 15-5-0,"5' 3""",115,66,Orthodox,Jan 08 2002,3.33,2.33,39.0,66.0,3.23,66.0,67.0,0.4
842,http://ufcstats.com/fighter-details/1b35af4d1529adf6,Stephanie Luciano,Record: 5-1-1,"5' 6""",115,65,Orthodox,Dec 16 1999,5.8,1.0,57.0,100.0,2.33,83.0,61.0,0.0
843,http://ufcstats.com/fighter-details/9bdebbf2735d14c2,Cleber Luciano,Record: 14-6-0,"5' 6""",155,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,http://ufcstats.com/fighter-details/668222c99c5c311d,Matt Lucas,Record: 15-3-0,"6' 1""",205,,,--,1.27,1.0,48.0,10.0,3.93,0.0,40.0,0.0
845,http://ufcstats.com/fighter-details/96087e90d900f0ef,Robert Lucarelli,Record: 0-1-0,"6' 2""",245,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,http://ufcstats.com/fighter-details/dc1bfd47c3b21ad3,Lu Zhengyong,Record: 12-7-0,--,125,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,http://ufcstats.com/fighter-details/a2d23e684b3db732,Lu Kai,Record: 8-5-0 (1 NC),"5' 9""",145,69,Orthodox,Mar 01 1994,3.76,2.62,43.0,50.0,5.51,100.0,55.0,2.6
848,http://ufcstats.com/fighter-details/86248c84834238e7,Joe Lowry,Record: 9-2-0,"5' 11""",155,73,Orthodox,Dec 12 1989,3.97,0.0,34.0,0.0,4.25,0.0,63.0,0.0
849,http://ufcstats.com/fighter-details/78ac94d54aa7f378,Brandon Lowe,Record: 2-1-0,--,155,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,http://ufcstats.com/fighter-details/28f62d866c59c709,Waylon Lowe,Record: 16-7-0 (2 NC),"5' 7""",145,,Southpaw,Oct 31 1980,1.88,4.47,55.0,55.0,2.4,83.0,53.0,0.3
851,http://ufcstats.com/fighter-details/ad044be25c94dcfd,Jakob Lovstad,Record: 11-4-0,"6' 3""",205,,Orthodox,--,0.0,0.0,0.0,0.0,9.43,0.0,35.0,0.0
852,http://ufcstats.com/fighter-details/eea0274e153256a0,Ian Loveland,Record: 18-10-0,"5' 8""",145,,Orthodox,Sep 07 1983,2.71,1.0,40.0,37.0,2.36,69.0,64.0,0.3
853,http://ufcstats.com/fighter-details/e601d71cf8e5be22,Rashard Lovelace,Record: 4-1-0,--,155,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,http://ufcstats.com/fighter-details/42ac4020cba261ad,Caolan Loughran,Record: 8-1-0,"5' 6""",135,68,Orthodox,May 18 1996,3.2,2.0,36.0,18.0,5.6,0.0,48.0,0.0
855,http://ufcstats.com/fighter-details/cbf94e4c4af4ff6d,Nate Loughran,Record: 11-2-0,"6' 2""",185,,Orthodox,Jul 28 1980,1.81,0.0,40.0,0.0,4.11,0.0,59.0,2.1
856,http://ufcstats.com/fighter-details/b788862dd1c11eac,Brendan Loughnane,Record: 17-3-0,"5' 10""",145,70,Switch,Dec 05 1989,6.23,1.5,63.0,30.0,6.7,92.0,53.0,0.0
857,http://ufcstats.com/fighter-details/93b62c5f2ba18e51,Gustavo Lopez,Record: 12-6-1,"5' 5""",135,67,Orthodox,Jun 27 1989,2.48,1.74,40.0,41.0,3.87,31.0,57.0,0.7
858,http://ufcstats.com/fighter-details/773f7feacf96153e,Benito Lopez,Record: 10-2-0,"5' 10""",135,73,Switch,Apr 06 1994,4.39,0.0,45.0,0.0,5.18,73.0,56.0,0.3
859,http://ufcstats.com/fighter-details/2fc7e9701642ca38,Matthew Lopez,Record: 10-4-0,"5' 7""",135,69,Southpaw,Jan 21 1987,3.13,3.32,50.0,60.0,3.73,71.0,55.0,1.3
860,http://ufcstats.com/fighter-details/5148a665aa527865,Christopher Lopez,Record: 9-1-0 (1 NC),"5' 10""",170,,,Jan 30 1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,http://ufcstats.com/fighter-details/ee624ee2a18f2a43,Jorge Lopez,Record: 11-5-0,"5' 10""",170,,Orthodox,Nov 21 1988,2.47,3.5,59.0,41.0,2.57,81.0,50.0,0.0
862,http://ufcstats.com/fighter-details/9681e0ce67dc978b,Federico Lopez,Record: 10-6-0,"5' 4""",139,,Orthodox,--,1.78,0.0,23.0,0.0,5.35,0.0,30.0,0.0
863,http://ufcstats.com/fighter-details/6085ceb59087514b,Steve Lopez,Record: 13-6-1,"5' 11""",155,,Orthodox,Jul 30 1984,1.39,0.0,24.0,0.0,2.69,37.0,62.0,0.0
864,http://ufcstats.com/fighter-details/0db9d2486d564a3c,Ivan Lopez,Record: 14-3-1,"5' 6""",135,,Southpaw,--,0.9,0.0,26.0,0.0,2.24,30.0,65.0,0.0
865,http://ufcstats.com/fighter-details/0abcf6bc47191219,Bruno Lopes,Record: 11-1-0,"6' 2""",205,75,Orthodox,Apr 24 1993,5.29,0.0,35.0,0.0,8.46,0.0,53.0,0.0
866,http://ufcstats.com/fighter-details/f166e93d04a8c274,Diego Lopes,Record: 22-6-0,"5' 11""",145,72,Orthodox,Dec 30 1994,2.12,0.0,50.0,0.0,4.92,33.0,36.0,5.6
867,http://ufcstats.com/fighter-details/8270c00fae24c922,Dileno Lopes,Record: 19-3-0,"5' 5""",135,,,Sep 26 1984,2.37,2.5,36.0,31.0,3.33,100.0,53.0,1.5
868,http://ufcstats.com/fighter-details/1f70dd67ad507990,Lucas Lopes,Record: 29-19-0,"6' 2""",185,,,Oct 05 1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,http://ufcstats.com/fighter-details/1497e735d9f2560a,Ange Loosa,Record: 10-3-0,"5' 10""",170,74,Orthodox,Mar 18 1993,6.32,2.25,46.0,45.0,6.88,100.0,51.0,0.2
870,http://ufcstats.com/fighter-details/4e30e4250cb08b61,Loma Lookboonmee,Record: 8-3-0,"5' 1""",115,61,Orthodox,Jan 18 1996,4.14,2.04,58.0,50.0,2.58,74.0,52.0,0.2
871,http://ufcstats.com/fighter-details/989be26791d0aad4,Thomas Longacre,Record: 6-1-0,"5' 9""",145,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,http://ufcstats.com/fighter-details/10e04e5e81f391a0,Rocky Long,Record: 21-37-1,--,145,,,Feb 18 1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,http://ufcstats.com/fighter-details/6d6b9a6cb063b60d,Michael Lombardo,Record: 11-2-0 (1 NC),"6' 0""",170,72,Orthodox,Apr 03 1990,1.47,2.5,62.0,21.0,2.63,60.0,31.0,0.0
874,http://ufcstats.com/fighter-details/db1f2ed63b54b9a7,Hector Lombard,Record: 34-10-1 (2 NC),"5' 9""",185,71,Southpaw,Feb 02 1978,3.02,1.69,46.0,48.0,3.35,77.0,53.0,0.5
875,http://ufcstats.com/fighter-details/22e47b53e4ceb27c,David Loiseau,Record: 23-11-0,"6' 0""",185,76,Orthodox,Dec 17 1979,1.59,0.43,44.0,42.0,3.64,36.0,43.0,0.1
876,http://ufcstats.com/fighter-details/4ab36d70d1b28b58,Christian Lohsen,Record: 4-2-0,"6' 2""",155,77,Southpaw,Jan 24 1995,5.27,0.0,49.0,0.0,6.93,0.0,44.0,2.0
877,http://ufcstats.com/fighter-details/d3d1ff3f3dfa0931,Sean Loeffler,Record: 31-5-0,"6' 3""",185,,Orthodox,May 23 1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,http://ufcstats.com/fighter-details/9caa254991a5a698,Dylan Lockard,Record: 6-2-0,"5' 9""",145,72,Orthodox,May 19 1992,1.31,2.31,53.0,40.0,3.31,28.0,52.0,1.2
879,http://ufcstats.com/fighter-details/02f2a9702ba3d167,Artem Lobov,Record: 13-15-1 (1 NC),"5' 9""",145,65,Southpaw,Aug 11 1986,3.52,0.39,41.0,25.0,4.82,52.0,50.0,0.0
880,http://ufcstats.com/fighter-details/31652c9267606d54,John Lober,Record: 5-9-4,"5' 11""",199,,Orthodox,Feb 26 1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,http://ufcstats.com/fighter-details/7abce81b72fbbd9b,Brian Lo-A-Njoe,Record: 6-10-3,"5' 7""",155,,Orthodox,--,3.87,0.0,42.0,0.0,0.0,66.0,0.0,0.0
882,http://ufcstats.com/fighter-details/6448e57a9533b7e4,Abner Lloveras,Record: 20-9-1,"5' 11""",155,,,Sep 04 1982,6.27,2.0,49.0,20.0,6.87,0.0,43.0,0.0
883,http://ufcstats.com/fighter-details/93b2b7caa457cbea,James Llontop,Record: 14-2-0,"6' 0""",155,73,Orthodox,Aug 02 1999,4.93,0.0,54.0,0.0,1.93,71.0,74.0,0.0
884,http://ufcstats.com/fighter-details/008c6e1a25751575,Wesley Little,Record: 4-8-0,"6' 4""",205,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,http://ufcstats.com/fighter-details/68c6cd5287b473a7,Dean Lister,Record: 13-7-0,"6' 1""",185,75,Orthodox,Feb 13 1976,1.26,1.58,35.0,15.0,1.89,50.0,61.0,1.1
886,http://ufcstats.com/fighter-details/2c5f5749569eef66,Tainara Lisboa,Record: 7-2-0,"5' 7""",135,67,Orthodox,Mar 02 1991,2.05,2.05,50.0,40.0,1.4,70.0,54.0,0.5
887,http://ufcstats.com/fighter-details/6551c64fbcd1a467,Ariane Lipski,Record: 16-8-0,"5' 6""",125,67,Orthodox,Jan 26 1994,3.94,0.54,39.0,50.0,4.2,78.0,51.0,0.3
888,http://ufcstats.com/fighter-details/53c943c873cffe90,Philipe Lins,Record: 17-5-0,"6' 2""",205,78,Orthodox,Aug 17 1985,3.59,1.55,46.0,35.0,3.73,100.0,44.0,0.0
889,http://ufcstats.com/fighter-details/a780d16cf7eed44d,Lucio Linhares,Record: 19-8-0,"6' 2""",185,,Orthodox,Dec 08 1973,0.99,1.86,22.0,50.0,3.47,50.0,34.0,1.9
890,http://ufcstats.com/fighter-details/305d73ede05e31ad,Austin Lingo,Record: 9-3-0,"5' 10""",145,70,Orthodox,Jul 10 1994,3.86,0.43,37.0,66.0,4.86,75.0,57.0,0.0
891,http://ufcstats.com/fighter-details/c268b2cfebccf652,John Lineker,Record: 31-9-0,"5' 3""",135,67,Orthodox,Jun 12 1990,5.36,0.56,40.0,58.0,4.27,67.0,56.0,0.6
892,http://ufcstats.com/fighter-details/33e00249ef08d3a4,Jake Lindsey,Record: 12-7-0,"5' 11""",155,,Switch,Jun 21 1986,3.44,0.65,52.0,33.0,4.01,50.0,46.0,0.0
893,http://ufcstats.com/fighter-details/0e041d43a47d2e4b,Matt Lindland,Record: 22-9-0,"6' 0""",185,74,Southpaw,May 17 1970,2.62,3.01,50.0,48.0,1.56,60.0,52.0,1.3
894,http://ufcstats.com/fighter-details/a4ef92274a45143d,Emiliano Linares,Record: 8-2-0,"5' 8""",145,72,Orthodox,Apr 21 1997,1.17,0.0,28.0,0.0,3.59,33.0,26.0,0.0
895,http://ufcstats.com/fighter-details/18c49685296c60e6,Miguel Linares,Record: 2-4-0,--,,,,--,6.51,0.0,50.0,0.0,8.84,0.0,36.0,0.0
896,http://ufcstats.com/fighter-details/b1f21ce050035d58,Andre Lima,Record: 7-0-0,"5' 7""",125,67,Orthodox,Feb 04 1999,4.07,1.0,66.0,100.0,1.67,100.0,67.0,0.0
897,http://ufcstats.com/fighter-details/6135fd9665fbb74e,Mabelly Lima,Record: 7-1-0,"5' 2""",135,,Orthodox,Jan 25 1994,3.07,0.0,63.0,0.0,5.67,100.0,44.0,0.0
898,http://ufcstats.com/fighter-details/264111bf62662fbf,Douglas Lima,Record: 29-6-0,"6' 1""",170,,,Jan 05 1988,1.92,0.6,36.0,100.0,2.84,46.0,60.0,0.0
899,http://ufcstats.com/fighter-details/e9213f53ddeca978,Dhiego Lima,Record: 17-9-0,"6' 2""",170,75,Orthodox,Jan 31 1989,3.12,1.26,39.0,34.0,3.88,73.0,58.0,0.6
900,http://ufcstats.com/fighter-details/75a6a390fd5dca46,Juliana Lima,Record: 9-5-0,"5' 5""",115,65,Orthodox,Mar 15 1982,1.94,1.72,44.0,31.0,2.11,70.0,55.0,0.0
901,http://ufcstats.com/fighter-details/203c957eac95dd87,Hyun Gyu Lim,Record: 13-7-1,"6' 3""",170,77,Orthodox,Jan 16 1985,4.45,0.23,41.0,100.0,5.07,73.0,51.0,0.2
902,http://ufcstats.com/fighter-details/bbb15f301e4a490a,Jae Suk Lim,Record: 17-6-0,"5' 9""",170,,Orthodox,Nov 09 1979,2.43,12.16,50.0,100.0,4.05,100.0,37.0,0.0
903,http://ufcstats.com/fighter-details/a1bf037613180253,Donnie Liles,Record: 17-7-0,"5' 9""",170,,Orthodox,--,2.25,2.5,41.0,28.0,1.75,0.0,65.0,1.2
904,http://ufcstats.com/fighter-details/0e31bfd26cc8c503,Chris Liguori,Record: 15-10-0,"5' 9""",185,,Orthodox,--,0.29,0.0,33.0,0.0,1.44,50.0,0.0,0.0
905,http://ufcstats.com/fighter-details/998c8890a8dde1eb,Scott Lighty,Record: 6-2-0,"6' 2""",205,,,Oct 15 1978,2.91,0.0,21.0,0.0,4.24,0.0,49.0,0.0
906,http://ufcstats.com/fighter-details/5d7c18191b8aa432,Zach Light,Record: 9-11-0,"5' 8""",170,,Orthodox,Feb 06 1974,0.81,1.36,33.0,100.0,1.9,0.0,48.0,0.0
907,http://ufcstats.com/fighter-details/421ccfc6ddb17958,Sam Liera,Record: 12-10-0,--,,,,--,0.82,0.0,60.0,0.0,7.36,66.0,51.0,0.0
908,http://ufcstats.com/fighter-details/11b5a809c3120e27,Rodrigo Lidio,Record: 12-3-0,"5' 11""",155,73,Orthodox,Jul 07 1989,0.97,0.0,50.0,0.0,0.0,50.0,100.0,0.0
909,http://ufcstats.com/fighter-details/a390eb8a9b2df298,Chuck Liddell,Record: 21-8-0,"6' 2""",205,76,Orthodox,Dec 17 1969,2.97,0.44,35.0,75.0,2.71,81.0,56.0,0.0
910,http://ufcstats.com/fighter-details/a8aba6fd8a463043,Jess Liaudin,Record: 20-11-0,"5' 9""",170,72,Orthodox,--,2.46,3.28,51.0,53.0,2.76,30.0,41.0,1.6
911,http://ufcstats.com/fighter-details/ec0dcceace7d25a3,Liang Na,Record: 19-7-0,"5' 5""",125,67,Orthodox,Jul 27 1996,1.93,5.1,40.0,60.0,4.48,0.0,27.0,0.8
912,http://ufcstats.com/fighter-details/e64b96c07d7ce999,Li Jingliang,Record: 19-8-0,"6' 0""",170,71,Orthodox,Mar 20 1988,4.46,1.25,42.0,41.0,3.84,60.0,57.0,0.0
913,http://ufcstats.com/fighter-details/a307a10414d0ad00,Chi Lewis-Parry,Record: 7-0-1 (2 NC),"6' 9""",243,,,Aug 10 1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,http://ufcstats.com/fighter-details/f60dbe6e05489c4f,Malik Lewis,Record: 6-2-0,"6' 0""",155,75,Orthodox,Mar 04 1996,4.16,3.98,45.0,40.0,5.66,50.0,40.0,0.0
915,http://ufcstats.com/fighter-details/6623cb1c27025634,Brandon Lewis,Record: 6-2-0,"5' 4""",135,70,Orthodox,Aug 02 1997,2.17,1.0,29.0,15.0,3.63,20.0,53.0,0.0
916,http://ufcstats.com/fighter-details/899923ff6ab13917,Bevon Lewis,Record: 7-3-0,"6' 3""",185,79,Orthodox,May 05 1991,3.73,0.0,43.0,0.0,2.67,66.0,54.0,0.0
917,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,Derrick Lewis,Record: 27-11-0 (1 NC),"6' 3""",260,79,Orthodox,Feb 07 1985,2.6,0.59,50.0,28.0,2.59,52.0,41.0,0.0
918,http://ufcstats.com/fighter-details/4a01dc8376736ef5,John Lewis,Record: 3-4-3,"6' 0""",155,,Southpaw,--,0.0,0.0,0.0,0.0,4.0,0.0,66.0,0.0
919,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5,Natan Levy,Record: 8-1-0,"5' 9""",155,71,Southpaw,Sep 30 1991,4.01,5.37,51.0,57.0,3.52,41.0,58.0,0.5
920,http://ufcstats.com/fighter-details/81ddc98fceb30086,Kyle Levinton,Record: 0-3-0,--,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,http://ufcstats.com/fighter-details/49590e0508b2c19f,David Levicki,Record: 1-3-0,"6' 5""",275,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,http://ufcstats.com/fighter-details/182f2b78582de3d8,Marcus LeVesseur,Record: 22-7-0,"5' 9""",155,70,Southpaw,Jul 17 1982,2.55,3.89,64.0,36.0,3.7,83.0,37.0,0.6
923,http://ufcstats.com/fighter-details/8c3f3c43c8ceb778,Justin Levens,Record: 10-7-0,"5' 11""",185,,Orthodox,Apr 18 1980,1.24,1.69,47.0,50.0,3.15,33.0,37.0,5.1
924,http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7,Leah Letson,Record: 5-3-0,"5' 7""",145,71,Southpaw,Aug 21 1992,3.06,0.51,41.0,50.0,3.84,76.0,52.0,0.0
925,http://ufcstats.com/fighter-details/46a2f24feb258ae0,Valerie Letourneau,Record: 8-6-0,"5' 7""",115,68,Orthodox,Apr 29 1983,4.51,0.77,37.0,45.0,5.4,66.0,58.0,0.3
926,http://ufcstats.com/fighter-details/edd8d5d8089a35f8,Frank Lester,Record: 11-6-0 (1 NC),"5' 11""",170,,Orthodox,Jun 10 1984,2.18,0.0,36.0,0.0,3.82,0.0,53.0,0.0
927,http://ufcstats.com/fighter-details/513c6f1715e547a8,Brock Lesnar,Record: 5-3-0 (1 NC),"6' 3""",265,81,Orthodox,Jul 12 1977,3.53,3.9,72.0,55.0,2.11,60.0,50.0,0.5
928,http://ufcstats.com/fighter-details/5a8e30ed38a5bc6f,Lukasz Les,Record: 8-3-0,--,170,,,Nov 05 1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,http://ufcstats.com/fighter-details/f1fd8ec1023c89b3,Michael Lerma,Record: 0-1-0,--,,,,--,0.0,0.0,0.0,0.0,6.47,0.0,45.0,0.0
930,http://ufcstats.com/fighter-details/08ae5cd9aef7ddd3,Kimo Leopoldo,Record: 10-7-1,"6' 3""",235,,Orthodox,Jan 05 1968,0.76,4.55,83.0,100.0,2.12,0.0,30.0,2.3
931,http://ufcstats.com/fighter-details/657d0ed181f04215,Chad Leonhardt,Record: 9-4-0,"6' 0""",170,,,Feb 19 1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,http://ufcstats.com/fighter-details/86b9b51a81e9c339,Anthony Leone,Record: 15-8-0,"5' 6""",135,,Orthodox,May 27 1987,1.94,1.72,53.0,18.0,2.52,0.0,56.0,0.0
933,http://ufcstats.com/fighter-details/9dedfdd91070ddd8,Victoria Leonardo,Record: 9-6-0,"5' 5""",125,64,Orthodox,Feb 16 1990,3.27,1.6,39.0,27.0,4.7,71.0,46.0,0.0
934,http://ufcstats.com/fighter-details/6e02c318762f52f1,Alberta Cerra Leon,Record: 0-1-0,"5' 8""",238,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,http://ufcstats.com/fighter-details/6fb1ba67bef41b37,Nik Lentz,Record: 30-12-2 (1 NC),"5' 8""",145,68,Orthodox,Aug 13 1984,3.44,3.3,47.0,32.0,3.25,43.0,50.0,1.2
936,http://ufcstats.com/fighter-details/e60201cfab7d656d,Jean Francois Lenogue,Record: 16-17-3,"6' 0""",185,,Orthodox,Nov 29 1972,1.13,0.0,34.0,0.0,0.27,33.0,60.0,0.0
937,http://ufcstats.com/fighter-details/3ae10ac4df3df05c,Jesse Lennox,Record: 14-4-0,"5' 9""",170,72,Orthodox,Mar 10 1982,2.69,1.22,32.0,66.0,3.2,63.0,64.0,0.3
938,http://ufcstats.com/fighter-details/7269329bd87eb479,Christophe Leninger,Record: 3-4-0,"6' 0""",200,,Southpaw,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,http://ufcstats.com/fighter-details/f37822d5b3e47517,Giacomo Lemos,Record: 6-0-0,"6' 3""",247,75,Orthodox,Jun 23 1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,http://ufcstats.com/fighter-details/3df5493bb279226f,Amanda Lemos,Record: 13-3-1,"5' 4""",115,65,Southpaw,May 22 1987,3.54,0.82,55.0,55.0,4.66,55.0,42.0,0.8
941,http://ufcstats.com/fighter-details/fd4578cac86d75ca,Gabe Lemley,Record: 13-9-0,"5' 8""",155,,Orthodox,--,0.82,0.0,35.0,0.0,6.03,0.0,45.0,0.0
942,http://ufcstats.com/fighter-details/d56bb6dff2ae77eb,Stefan Leko,Record: 0-3-0,"6' 2""",215,,Orthodox,Jun 03 1974,2.4,0.0,43.0,0.0,6.17,0.0,68.0,0.0
943,http://ufcstats.com/fighter-details/cfb65863d5099327,Thales Leites,Record: 28-9-0,"6' 1""",185,78,Orthodox,Sep 06 1981,2.13,2.1,40.0,27.0,2.99,30.0,52.0,1.1
944,http://ufcstats.com/fighter-details/90550a08f0b02b6f,Claudia Leite,Record: 8-3-0,"5' 3""",135,64,Orthodox,Nov 04 1996,1.27,1.0,47.0,25.0,1.73,0.0,57.0,1.0
945,http://ufcstats.com/fighter-details/98cbbc06074c68a4,Cheyden Leialoha,Record: 6-0-0,"5' 8""",135,73,Orthodox,Mar 15 1994,1.87,2.0,28.0,33.0,3.2,71.0,53.0,0.0
946,http://ufcstats.com/fighter-details/4f670b7972fa0a2e,Sherron Leggett,Record: 21-6-0,"5' 8""",155,,Southpaw,Oct 27 1978,2.86,5.19,51.0,80.0,2.08,33.0,47.0,0.0
947,http://ufcstats.com/fighter-details/5817df778cc27274,Ricky Legere Jr.,Record: 14-4-0,"5' 8""",170,,,--,1.07,5.0,41.0,41.0,1.53,0.0,60.0,0.0
948,http://ufcstats.com/fighter-details/117a06469813e4ef,ChangHo Lee,Record: 9-1-0,"5' 8""",135,69,Orthodox,May 09 1994,4.3,4.3,69.0,35.0,1.03,25.0,47.0,0.0
949,http://ufcstats.com/fighter-details/b6033505c245e28b,JungHyun Lee,Record: 8-1-0,"5' 5""",125,65,Orthodox,Sep 10 2002,4.27,0.0,39.0,0.0,6.2,64.0,38.0,0.0
950,http://ufcstats.com/fighter-details/d008d785f6347dc2,JeongYeong Lee,Record: 10-1-0,"5' 10""",145,73,Orthodox,Nov 13 1995,2.39,0.0,47.0,0.0,1.84,73.0,55.0,0.9
951,http://ufcstats.com/fighter-details/05fa626cb33d15b8,Andrea Lee,Record: 13-8-0,"5' 6""",125,69,Orthodox,Feb 11 1989,4.91,1.84,47.0,57.0,3.69,54.0,63.0,0.6
952,http://ufcstats.com/fighter-details/0d1c163b206e8c5f,Rocky Lee,Record: 3-2-0,"5' 9""",145,,Orthodox,Apr 08 1987,2.47,1.0,51.0,10.0,5.33,33.0,44.0,0.0
953,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,Kevin Lee,Record: 18-8-0,"5' 9""",170,77,Orthodox,Sep 04 1992,3.88,3.18,42.0,43.0,3.6,75.0,50.0,0.8
954,http://ufcstats.com/fighter-details/8bb6f4479685bbcc,Vaughan Lee,Record: 14-13-1,"5' 6""",125,66,Orthodox,Oct 15 1982,3.47,0.81,47.0,33.0,2.07,72.0,70.0,1.0
955,http://ufcstats.com/fighter-details/0802be3516ef8f66,Imani Lee,Record: 2-4-0,--,,,Orthodox,--,0.0,0.0,0.0,0.0,0.94,0.0,33.0,0.0
956,http://ufcstats.com/fighter-details/d9e3743bae8d703d,Matt Lee,Record: 14-10-1,"5' 11""",155,,Orthodox,--,0.0,0.0,0.0,0.0,9.68,0.0,21.0,0.0
