event_date,fighter,opponent,win
2001-09-28,Ricardo Almeida,Eugene Jackson,True
2001-09-28,Tony DeSouza,Jutaro Nakao,False
2001-09-28,Din Thomas,Fabiano Iha,True
2001-11-02,Caol Uno,BJ Penn,False
2001-11-02,Randy Couture,Pedro Rizzo,True
2001-11-02,Ricco Rodriguez,Pete Williams,True
2001-11-02,Matt Hughes,Carlos Newton,True
2001-11-02,BJ Penn,Caol Uno,True
2001-11-02,Josh Barnett,Bobby Hoffman,True
2001-11-02,Evan Tanner,Homer Moore,True
2001-11-02,Matt Lindland,Phil Baroni,True
2001-11-02,Pedro Rizzo,Randy Couture,False
2001-11-02,Carlos Newton,Matt Hughes,False
2001-11-02,Roberto Traven,Frank Mir,False
2001-11-02,Phil Baroni,Matt Lindland,False
2001-11-02,Homer Moore,Evan Tanner,False
2001-11-02,Bobby Hoffman,Josh Barnett,False
2001-11-02,Pete Williams,Ricco Rodriguez,False
2001-11-02,Frank Mir,Roberto Traven,True
2002-01-11,Chris Brennan,Gil Castillo,False
2002-01-11,Amar Suloev,Chuck Liddell,False
2002-01-11,Ricardo Almeida,Andrei Semenov,False
2002-01-11,Renato Sobral,Kevin Randleman,False
2002-01-11,Keith Rockel,Eugene Jackson,False
2002-01-11,Jeff Monson,Ricco Rodriguez,False
2002-01-11,BJ Penn,Jens Pulver,False
2002-01-11,Dave Menne,Murilo Bustamante,False
2002-01-11,Eugene Jackson,Keith Rockel,True
2002-01-11,Andrei Semenov,Ricardo Almeida,True
2002-01-11,Kevin Randleman,Renato Sobral,True
2002-01-11,Chuck Liddell,Amar Suloev,True
2002-01-11,Murilo Bustamante,Dave Menne,True
2002-01-11,Gil Castillo,Chris Brennan,True
2002-01-11,Jens Pulver,BJ Penn,True
2002-01-11,Ricco Rodriguez,Jeff Monson,True
2002-03-22,Matt Serra,Kelly Dullanty,True
2002-03-22,Frank Mir,Pete Williams,True
2002-03-22,Pete Williams,Frank Mir,False
2002-03-22,Evan Tanner,Elvis Sinosic,True
2002-03-22,Matt Lindland,Pat Miletich,True
2002-03-22,Matt Hughes,Hayato Sakurai,True
2002-03-22,Jutaro Nakao,Sean Sherk,False
2002-03-22,Pedro Rizzo,Andrei Arlovski,True
2002-03-22,Josh Barnett,Randy Couture,True
2002-03-22,Pat Miletich,Matt Lindland,False
2002-03-22,Sean Sherk,Jutaro Nakao,True
2002-03-22,Hayato Sakurai,Matt Hughes,False
2002-03-22,Elvis Sinosic,Evan Tanner,False
2002-03-22,Randy Couture,Josh Barnett,False
2002-03-22,Kelly Dullanty,Matt Serra,False
2002-03-22,Andrei Arlovski,Pedro Rizzo,False
2002-05-10,Andrei Semenov,Ivan Salaverry,False
2002-05-10,Yves Edwards,Caol Uno,False
2002-05-10,Amar Suloev,Phil Baroni,False
2002-05-10,Paul Creighton,BJ Penn,False
2002-05-10,Tsuyoshi Kohsaka,Ricco Rodriguez,False
2002-05-10,Ricco Rodriguez,Tsuyoshi Kohsaka,True
2002-05-10,Matt Lindland,Murilo Bustamante,False
2002-05-10,Murilo Bustamante,Matt Lindland,True
2002-05-10,Phil Baroni,Amar Suloev,True
2002-05-10,Aaron Riley,Robbie Lawler,False
2002-05-10,Caol Uno,Yves Edwards,True
2002-05-10,Robbie Lawler,Aaron Riley,True
2002-05-10,Ivan Salaverry,Andrei Semenov,True
2002-05-10,BJ Penn,Paul Creighton,True
2002-06-22,Chuck Liddell,Vitor Belfort,True
2002-06-22,Benji Radach,Nick Serra,True
2002-06-22,Pete Spratt,Zach Light,True
2002-06-22,Robbie Lawler,Steve Berger,True
2002-06-22,Tony Fryklund,Rodrigo Ruas,True
2002-06-22,Zach Light,Pete Spratt,False
2002-06-22,Nick Serra,Benji Radach,False
2002-06-22,Yves Edwards,Joao Pierini,True
2002-06-22,Vitor Belfort,Chuck Liddell,False
2002-06-22,Joao Pierini,Yves Edwards,False
2002-06-22,Steve Berger,Robbie Lawler,False
2002-06-22,Rodrigo Ruas,Tony Fryklund,False
2002-07-13,Mark Weir,Eugene Jackson,True
2002-07-13,Renato Sobral,Elvis Sinosic,True
2002-07-13,Phillip Miller,James Zikic,True
2002-07-13,Genki Sudo,Leigh Remedios,True
2002-07-13,Matt Hughes,Carlos Newton,True
2002-07-13,Evan Tanner,Chris Haseman,True
2002-07-13,Chris Haseman,Evan Tanner,False
2002-07-13,Ian Freeman,Frank Mir,True
2002-07-13,Elvis Sinosic,Renato Sobral,False
2002-07-13,James Zikic,Phillip Miller,False
2002-07-13,Leigh Remedios,Genki Sudo,False
2002-07-13,Eugene Jackson,Mark Weir,False
2002-07-13,Frank Mir,Ian Freeman,False
2002-07-13,Carlos Newton,Matt Hughes,False
2002-09-27,Wesley Correira,Tim Sylvia,False
2002-09-27,Matt Serra,BJ Penn,False
2002-09-27,Din Thomas,Caol Uno,False
2002-09-27,Pedro Rizzo,Gan McGee,False
2002-09-27,Dave Menne,Phil Baroni,False
2002-09-27,Ivan Salaverry,Matt Lindland,False
2002-09-27,Ricco Rodriguez,Randy Couture,True
2002-09-27,Tim Sylvia,Wesley Correira,True
2002-09-27,BJ Penn,Matt Serra,True
2002-09-27,Caol Uno,Din Thomas,True
2002-09-27,Gan McGee,Pedro Rizzo,True
2002-09-27,Phil Baroni,Dave Menne,True
2002-09-27,Matt Lindland,Ivan Salaverry,True
2002-09-27,Sean Sherk,Benji Radach,True
2002-09-27,Benji Radach,Sean Sherk,False
2002-09-27,Randy Couture,Ricco Rodriguez,False
2002-11-22,Tito Ortiz,Ken Shamrock,True
2002-11-22,Chuck Liddell,Renato Sobral,True
2002-11-22,Matt Hughes,Gil Castillo,True
2002-11-22,Carlos Newton,Pete Spratt,True
2002-11-22,Robbie Lawler,Tiki Ghosn,True
2002-11-22,Andrei Arlovski,Ian Freeman,True
2002-11-22,Vladimir Matyushenko,Travis Wiuff,True
2002-11-22,Phillip Miller,Mark Weir,True
2002-11-22,Mark Weir,Phillip Miller,False
2002-11-22,Renato Sobral,Chuck Liddell,False
2002-11-22,Ken Shamrock,Tito Ortiz,False
2002-11-22,Travis Wiuff,Vladimir Matyushenko,False
2002-11-22,Ian Freeman,Andrei Arlovski,False
2002-11-22,Tiki Ghosn,Robbie Lawler,False
2002-11-22,Pete Spratt,Carlos Newton,False
2002-11-22,Gil Castillo,Matt Hughes,False
2003-02-28,David Abbott,Frank Mir,False
2003-02-28,Phil Baroni,Matt Lindland,False
2003-02-28,Pedro Rizzo,Vladimir Matyushenko,False
2003-02-28,Tim Sylvia,Ricco Rodriguez,True
2003-02-28,Yves Edwards,Rich Clementi,True
2003-02-28,Frank Mir,David Abbott,True
2003-02-28,Matt Lindland,Phil Baroni,True
2003-02-28,Matt Serra,Din Thomas,False
2003-02-28,Rich Clementi,Yves Edwards,False
2003-02-28,Alexandre Dantas,Gan McGee,False
2003-02-28,Vladimir Matyushenko,Pedro Rizzo,True
2003-02-28,Din Thomas,Matt Serra,True
2003-02-28,Gan McGee,Alexandre Dantas,True
2003-02-28,Ricco Rodriguez,Tim Sylvia,False
2003-04-25,Matt Hughes,Sean Sherk,True
2003-04-25,Pete Spratt,Robbie Lawler,True
2003-04-25,Dave Strasser,Romie Aram,True
2003-04-25,Wesley Correira,Sean Alvarez,True
2003-04-25,Rich Franklin,Evan Tanner,True
2003-04-25,Hermes Franca,Richard Crunkilton,True
2003-04-25,Duane Ludwig,Genki Sudo,True
2003-04-25,David Loiseau,Mark Weir,True
2003-04-25,Sean Sherk,Matt Hughes,False
2003-04-25,Robbie Lawler,Pete Spratt,False
2003-04-25,Romie Aram,Dave Strasser,False
2003-04-25,Sean Alvarez,Wesley Correira,False
2003-04-25,Evan Tanner,Rich Franklin,False
2003-04-25,Genki Sudo,Duane Ludwig,False
2003-04-25,Richard Crunkilton,Hermes Franca,False
2003-04-25,Mark Weir,David Loiseau,False
2003-06-06,Wes Sims,Frank Mir,False
2003-06-06,Frank Mir,Wes Sims,True
2003-06-06,Pedro Rizzo,Tra Telligman,True
2003-06-06,Tra Telligman,Pedro Rizzo,False
2003-06-06,Falaniko Vitale,Matt Lindland,True
2003-06-06,Yves Edwards,Eddie Ruiz,True
2003-06-06,Marvin Eastman,Vitor Belfort,False
2003-06-06,Kimo Leopoldo,David Abbott,True
2003-06-06,Randy Couture,Chuck Liddell,True
2003-06-06,David Abbott,Kimo Leopoldo,False
2003-06-06,Chuck Liddell,Randy Couture,False
2003-06-06,Matt Lindland,Falaniko Vitale,False
2003-06-06,Eddie Ruiz,Yves Edwards,False
2003-06-06,Vitor Belfort,Marvin Eastman,True
2003-09-26,Tito Ortiz,Randy Couture,False
2003-09-26,Vladimir Matyushenko,Andrei Arlovski,False
2003-09-26,Gan McGee,Tim Sylvia,False
2003-09-26,David Loiseau,Jorge Rivera,False
2003-09-26,Edwin DeWees,Rich Franklin,False
2003-09-26,Dave Strasser,Karo Parisyan,False
2003-09-26,Gerald Strebendt,Josh Thomson,False
2003-09-26,Caol Uno,Hermes Franca,False
2003-09-26,Hermes Franca,Caol Uno,True
2003-09-26,Jeremy Jackson,Nick Diaz,False
2003-09-26,Nick Diaz,Jeremy Jackson,True
2003-09-26,Josh Thomson,Gerald Strebendt,True
2003-09-26,Karo Parisyan,Dave Strasser,True
2003-09-26,Rich Franklin,Edwin DeWees,True
2003-09-26,Jorge Rivera,David Loiseau,True
2003-09-26,Tim Sylvia,Gan McGee,True
2003-09-26,Andrei Arlovski,Vladimir Matyushenko,True
2003-09-26,Randy Couture,Tito Ortiz,True
2003-11-21,Yves Edwards,Nick Agallar,True
2003-11-21,Robbie Lawler,Chris Lytle,True
2003-11-21,Evan Tanner,Phil Baroni,True
2003-11-21,Wesley Correira,David Abbott,True
2003-11-21,Matt Lindland,Falaniko Vitale,True
2003-11-21,Matt Hughes,Frank Trigg,True
2003-11-21,Pedro Rizzo,Ricco Rodriguez,True
2003-11-21,Keith Rockel,Chris Liguori,True
2003-11-21,Nick Agallar,Yves Edwards,False
2003-11-21,Frank Trigg,Matt Hughes,False
2003-11-21,Chris Liguori,Keith Rockel,False
2003-11-21,Ricco Rodriguez,Pedro Rizzo,False
2003-11-21,Chris Lytle,Robbie Lawler,False
2003-11-21,Phil Baroni,Evan Tanner,False
2003-11-21,David Abbott,Wesley Correira,False
2003-11-21,Falaniko Vitale,Matt Lindland,False
2004-01-31,Matt Serra,Jeff Curran,True
2004-01-31,Carlos Newton,Renato Verissimo,False
2004-01-31,Josh Thomson,Hermes Franca,True
2004-01-31,Georges St-Pierre,Karo Parisyan,True
2004-01-31,Lee Murray,Jorge Rivera,True
2004-01-31,Frank Mir,Wes Sims,True
2004-01-31,BJ Penn,Matt Hughes,True
2004-01-31,Jeff Curran,Matt Serra,False
2004-01-31,Matt Hughes,BJ Penn,False
2004-01-31,Renato Verissimo,Carlos Newton,True
2004-01-31,Randy Couture,Vitor Belfort,False
2004-01-31,Wes Sims,Frank Mir,False
2004-01-31,Hermes Franca,Josh Thomson,False
2004-01-31,Karo Parisyan,Georges St-Pierre,False
2004-01-31,Jorge Rivera,Lee Murray,False
2004-01-31,Vitor Belfort,Randy Couture,True
2004-04-02,Mike Kyle,Wes Sims,True
2004-04-02,Nick Diaz,Robbie Lawler,True
2004-04-02,Andrei Arlovski,Wesley Correira,True
2004-04-02,Wesley Correira,Andrei Arlovski,False
2004-04-02,Chuck Liddell,Tito Ortiz,True
2004-04-02,Tito Ortiz,Chuck Liddell,False
2004-04-02,Tiki Ghosn,Chris Lytle,False
2004-04-02,Hermes Franca,Yves Edwards,False
2004-04-02,Yves Edwards,Hermes Franca,True
2004-04-02,Chris Lytle,Tiki Ghosn,True
2004-04-02,Mike Brown,Genki Sudo,False
2004-04-02,Jonathan Wiezorek,Wade Shipp,True
2004-04-02,Genki Sudo,Mike Brown,True
2004-04-02,Robbie Lawler,Nick Diaz,False
2004-04-02,Wes Sims,Mike Kyle,False
2004-04-02,Wade Shipp,Jonathan Wiezorek,False
2004-06-19,Curtis Stout,Trevor Prangley,False
2004-06-19,Jay Hieron,Georges St-Pierre,False
2004-06-19,Ivan Menjivar,Matt Serra,False
2004-06-19,Georges St-Pierre,Jay Hieron,True
2004-06-19,Ken Shamrock,Kimo Leopoldo,True
2004-06-19,Kimo Leopoldo,Ken Shamrock,False
2004-06-19,Phil Baroni,Evan Tanner,False
2004-06-19,Renato Verissimo,Matt Hughes,False
2004-06-19,Matt Serra,Ivan Menjivar,True
2004-06-19,Dennis Hallman,Frank Trigg,False
2004-06-19,Evan Tanner,Phil Baroni,True
2004-06-19,Matt Hughes,Renato Verissimo,True
2004-06-19,Tim Sylvia,Frank Mir,False
2004-06-19,Frank Mir,Tim Sylvia,True
2004-06-19,Frank Trigg,Dennis Hallman,True
2004-06-19,Trevor Prangley,Curtis Stout,True
2004-08-21,Chris Lytle,Ronald Jhun,True
2004-08-21,Karo Parisyan,Nick Diaz,True
2004-08-21,Joe Riggs,Joe Doerksen,True
2004-08-21,Justin Eilers,Mike Kyle,True
2004-08-21,David Terrell,Matt Lindland,True
2004-08-21,Chuck Liddell,Vernon White,True
2004-08-21,Matt Lindland,David Terrell,False
2004-08-21,Randy Couture,Vitor Belfort,True
2004-08-21,Josh Thomson,Yves Edwards,False
2004-08-21,Mike Kyle,Justin Eilers,False
2004-08-21,Nick Diaz,Karo Parisyan,False
2004-08-21,Joe Doerksen,Joe Riggs,False
2004-08-21,Ronald Jhun,Chris Lytle,False
2004-08-21,Vernon White,Chuck Liddell,False
2004-08-21,Vitor Belfort,Randy Couture,False
2004-08-21,Yves Edwards,Josh Thomson,True
2004-10-22,Ivan Salaverry,Tony Fryklund,True
2004-10-22,Patrick Cote,Tito Ortiz,False
2004-10-22,Marvin Eastman,Travis Lutter,False
2004-10-22,Evan Tanner,Robbie Lawler,True
2004-10-22,Tony Fryklund,Ivan Salaverry,False
2004-10-22,Matt Hughes,Georges St-Pierre,True
2004-10-22,Rich Franklin,Jorge Rivera,True
2004-10-22,Tito Ortiz,Patrick Cote,True
2004-10-22,Jorge Rivera,Rich Franklin,False
2004-10-22,Georges St-Pierre,Matt Hughes,False
2004-10-22,Renato Verissimo,Frank Trigg,False
2004-10-22,Robbie Lawler,Evan Tanner,False
2004-10-22,Travis Lutter,Marvin Eastman,True
2004-10-22,Frank Trigg,Renato Verissimo,True
2005-02-05,Nick Diaz,Drew Fickett,True
2005-02-05,Paul Buentello,Justin Eilers,True
2005-02-05,David Loiseau,Gideon Ray,True
2005-02-05,Drew Fickett,Nick Diaz,False
2005-02-05,Vitor Belfort,Tito Ortiz,False
2005-02-05,Phil Baroni,Pete Sell,False
2005-02-05,Tim Sylvia,Andrei Arlovski,False
2005-02-05,David Terrell,Evan Tanner,False
2005-02-05,Justin Eilers,Paul Buentello,False
2005-02-05,Karo Parisyan,Chris Lytle,True
2005-02-05,Gideon Ray,David Loiseau,False
2005-02-05,James Irvin,Mike Kyle,False
2005-02-05,Tito Ortiz,Vitor Belfort,True
2005-02-05,Pete Sell,Phil Baroni,True
2005-02-05,Andrei Arlovski,Tim Sylvia,True
2005-02-05,Evan Tanner,David Terrell,True
2005-02-05,Mike Kyle,James Irvin,True
2005-02-05,Chris Lytle,Karo Parisyan,False
2005-04-09,Ken Shamrock,Rich Franklin,False
2005-04-09,Stephan Bonnar,Forrest Griffin,False
2005-04-09,Bobby Southworth,Sam Hoger,False
2005-04-09,Chris Sanford,Josh Koscheck,False
2005-04-09,Lodune Sincaid,Nate Quarry,False
2005-04-09,Alex Schoenauer,Mike Swick,False
2005-04-09,Kenny Florian,Diego Sanchez,False
2005-04-09,Jason Thacker,Chris Leben,False
2005-04-09,Chris Leben,Jason Thacker,True
2005-04-09,Mike Swick,Alex Schoenauer,True
2005-04-09,Alex Karalexis,Josh Rafferty,True
2005-04-09,Rich Franklin,Ken Shamrock,True
2005-04-09,Forrest Griffin,Stephan Bonnar,True
2005-04-09,Diego Sanchez,Kenny Florian,True
2005-04-09,Sam Hoger,Bobby Southworth,True
2005-04-09,Nate Quarry,Lodune Sincaid,True
2005-04-09,Josh Koscheck,Chris Sanford,True
2005-04-09,Josh Rafferty,Alex Karalexis,False
2005-04-16,Chuck Liddell,Randy Couture,True
2005-04-16,Mike van Arsdale,John Marsh,True
2005-04-16,Travis Wiuff,Renato Sobral,False
2005-04-16,Ivan Salaverry,Joe Riggs,True
2005-04-16,Renato Sobral,Travis Wiuff,True
2005-04-16,Matt Hughes,Frank Trigg,True
2005-04-16,Joe Doerksen,Patrick Cote,True
2005-04-16,Randy Couture,Chuck Liddell,False
2005-04-16,Georges St-Pierre,Jason Miller,True
2005-04-16,Frank Trigg,Matt Hughes,False
2005-04-16,Travis Lutter,Matt Lindland,False
2005-04-16,Jason Miller,Georges St-Pierre,False
2005-04-16,Joe Riggs,Ivan Salaverry,False
2005-04-16,Patrick Cote,Joe Doerksen,False
2005-04-16,Matt Lindland,Travis Lutter,True
2005-04-16,John Marsh,Mike van Arsdale,False
2005-06-04,David Loiseau,Charles McCarthy,True
2005-06-04,Evan Tanner,Rich Franklin,False
2005-06-04,Matt Serra,Karo Parisyan,False
2005-06-04,Justin Eilers,Andrei Arlovski,False
2005-06-04,Forrest Griffin,Bill Mahood,True
2005-06-04,Rich Franklin,Evan Tanner,True
2005-06-04,Paul Buentello,Kevin Jordan,True
2005-06-04,Nate Quarry,Shonie Carter,True
2005-06-04,Andrei Arlovski,Justin Eilers,True
2005-06-04,Karo Parisyan,Matt Serra,True
2005-06-04,Charles McCarthy,David Loiseau,False
2005-06-04,Bill Mahood,Forrest Griffin,False
2005-06-04,Kevin Jordan,Paul Buentello,False
2005-06-04,Nick Diaz,Koji Oishi,True
2005-06-04,Shonie Carter,Nate Quarry,False
2005-06-04,Koji Oishi,Nick Diaz,False
2005-08-06,Mike Swick,Gideon Ray,True
2005-08-06,Alex Karalexis,Kenny Florian,False
2005-08-06,Gideon Ray,Mike Swick,False
2005-08-06,Kenny Florian,Alex Karalexis,True
2005-08-06,Josh Koscheck,Pete Spratt,True
2005-08-06,Nate Quarry,Pete Sell,True
2005-08-06,Stephan Bonnar,Sam Hoger,True
2005-08-06,Nate Marquardt,Ivan Salaverry,True
2005-08-06,Pete Spratt,Josh Koscheck,False
2005-08-06,Drew Fickett,Josh Neer,True
2005-08-06,Pete Sell,Nate Quarry,False
2005-08-06,Sam Hoger,Stephan Bonnar,False
2005-08-06,Ivan Salaverry,Nate Marquardt,False
2005-08-06,Patrick Cote,Chris Leben,False
2005-08-06,Chris Leben,Patrick Cote,True
2005-08-06,Josh Neer,Drew Fickett,False
2005-08-20,Brian Gassaway,Diego Sanchez,False
2005-08-20,Trevor Prangley,Travis Lutter,True
2005-08-20,Tra Telligman,Tim Sylvia,False
2005-08-20,Jeremy Horn,Chuck Liddell,False
2005-08-20,Georges St-Pierre,Frank Trigg,True
2005-08-20,Matt Lindland,Joe Doerksen,True
2005-08-20,Diego Sanchez,Brian Gassaway,True
2005-08-20,Terry Martin,James Irvin,False
2005-08-20,Tim Sylvia,Tra Telligman,True
2005-08-20,Mike van Arsdale,Randy Couture,False
2005-08-20,Chuck Liddell,Jeremy Horn,True
2005-08-20,Travis Lutter,Trevor Prangley,False
2005-08-20,James Irvin,Terry Martin,True
2005-08-20,Joe Doerksen,Matt Lindland,False
2005-08-20,Frank Trigg,Georges St-Pierre,False
2005-08-20,Randy Couture,Mike van Arsdale,True
2005-10-03,Thiago Alves,Spencer Fisher,False
2005-10-03,Brock Larson,Jon Fitch,False
2005-10-03,Edwin DeWees,Chris Leben,False
2005-10-03,Evan Tanner,David Loiseau,False
2005-10-03,Jon Fitch,Brock Larson,True
2005-10-03,Fabiano Scherner,Brandon Vera,False
2005-10-03,Chris Leben,Edwin DeWees,True
2005-10-03,Jonathan Goulet,Jay Hieron,True
2005-10-03,David Loiseau,Evan Tanner,True
2005-10-03,Brandon Vera,Fabiano Scherner,True
2005-10-03,Drew Fickett,Josh Koscheck,True
2005-10-03,Spencer Fisher,Thiago Alves,True
2005-10-03,Jay Hieron,Jonathan Goulet,False
2005-10-03,Josh Koscheck,Drew Fickett,False
2005-10-07,Joe Riggs,Chris Lytle,True
2005-10-07,Keigo Kunihara,Marcio Cruz,False
2005-10-07,Dennis Hallman,Jorge Rivera,False
2005-10-07,Chris Lytle,Joe Riggs,False
2005-10-07,Chael Sonnen,Renato Sobral,False
2005-10-07,Elvis Sinosic,Forrest Griffin,False
2005-10-07,Sean Gannon,Branden Lee Hinkle,False
2005-10-07,Jorge Rivera,Dennis Hallman,True
2005-10-07,Andrei Arlovski,Paul Buentello,True
2005-10-07,Branden Lee Hinkle,Sean Gannon,True
2005-10-07,Marcio Cruz,Keigo Kunihara,True
2005-10-07,Forrest Griffin,Elvis Sinosic,True
2005-10-07,Renato Sobral,Chael Sonnen,True
2005-10-07,Paul Buentello,Andrei Arlovski,False
2005-11-05,Melvin Guillard,Marcus Davis,True
2005-11-05,Marcus Davis,Melvin Guillard,False
2005-11-05,Sammy Morgan,Joshua Burkman,False
2005-11-05,Kit Cope,Kenny Florian,False
2005-11-05,Luke Cummo,Joe Stevenson,False
2005-11-05,Brad Imes,Rashad Evans,False
2005-11-05,Nick Diaz,Diego Sanchez,False
2005-11-05,Diego Sanchez,Nick Diaz,True
2005-11-05,Joe Stevenson,Luke Cummo,True
2005-11-05,Kenny Florian,Kit Cope,True
2005-11-05,Keith Jardine,Kerry Schall,True
2005-11-05,Joshua Burkman,Sammy Morgan,True
2005-11-05,Kerry Schall,Keith Jardine,False
2005-11-05,Rashad Evans,Brad Imes,True
2005-11-19,Jeff Newton,Sam Hoger,False
2005-11-19,Rich Franklin,Nate Quarry,True
2005-11-19,Nate Quarry,Rich Franklin,False
2005-11-19,Kevin Jordan,Gabriel Gonzaga,False
2005-11-19,Joe Riggs,Matt Hughes,False
2005-11-19,Keith Wisniewski,Nick Thompson,False
2005-11-19,Trevor Prangley,Jeremy Horn,False
2005-11-19,Gabriel Gonzaga,Kevin Jordan,True
2005-11-19,Sean Sherk,Georges St-Pierre,False
2005-11-19,Matt Hughes,Joe Riggs,True
2005-11-19,Georges St-Pierre,Sean Sherk,True
2005-11-19,Jeremy Horn,Trevor Prangley,True
2005-11-19,Sam Hoger,Jeff Newton,True
2005-11-19,Thiago Alves,Ansar Chalangov,True
2005-11-19,Ansar Chalangov,Thiago Alves,False
2005-11-19,Nick Thompson,Keith Wisniewski,True
2006-01-16,Assuerio Silva,Tim Sylvia,False
2006-01-16,Aaron Riley,Spencer Fisher,False
2006-01-16,Jonathan Goulet,Duane Ludwig,False
2006-01-16,Melvin Guillard,Josh Neer,False
2006-01-16,Jorge Rivera,Chris Leben,False
2006-01-16,Drew Fickett,Joshua Burkman,False
2006-01-16,Jason Von Flue,Alex Karalexis,True
2006-01-16,Duane Ludwig,Jonathan Goulet,True
2006-01-16,Alex Karalexis,Jason Von Flue,False
2006-01-16,Spencer Fisher,Aaron Riley,True
2006-01-16,Josh Neer,Melvin Guillard,True
2006-01-16,Chris Leben,Jorge Rivera,True
2006-01-16,Joshua Burkman,Drew Fickett,True
2006-01-16,Tim Sylvia,Assuerio Silva,True
2006-01-16,James Irvin,Stephan Bonnar,False
2006-01-16,Stephan Bonnar,James Irvin,True
2006-02-04,Mike Whitehead,Keith Jardine,False
2006-02-04,Justin Eilers,Brandon Vera,False
2006-02-04,Chuck Liddell,Randy Couture,True
2006-02-04,Keith Jardine,Mike Whitehead,True
2006-02-04,Branden Lee Hinkle,Jeff Monson,False
2006-02-04,Elvis Sinosic,Alessio Sakara,False
2006-02-04,Nick Diaz,Joe Riggs,False
2006-02-04,Mike van Arsdale,Renato Sobral,False
2006-02-04,Frank Mir,Marcio Cruz,False
2006-02-04,Randy Couture,Chuck Liddell,False
2006-02-04,Gilbert Aldana,Paul Buentello,False
2006-02-04,Brandon Vera,Justin Eilers,True
2006-02-04,Jeff Monson,Branden Lee Hinkle,True
2006-02-04,Paul Buentello,Gilbert Aldana,True
2006-02-04,Alessio Sakara,Elvis Sinosic,True
2006-02-04,Joe Riggs,Nick Diaz,True
2006-02-04,Renato Sobral,Mike van Arsdale,True
2006-02-04,Marcio Cruz,Frank Mir,True
2006-03-04,Mike Swick,Steve Vigneault,True
2006-03-04,Icho Larenas,Tom Murphy,False
2006-03-04,Tom Murphy,Icho Larenas,True
2006-03-04,Rob MacDonald,Jason Lambert,False
2006-03-04,Spencer Fisher,Sam Stout,False
2006-03-04,Yves Edwards,Mark Hominick,False
2006-03-04,Rich Franklin,David Loiseau,True
2006-03-04,Joe Doerksen,Nate Marquardt,False
2006-03-04,Steve Vigneault,Mike Swick,False
2006-03-04,David Loiseau,Rich Franklin,False
2006-03-04,Jason Lambert,Rob MacDonald,True
2006-03-04,Sam Stout,Spencer Fisher,True
2006-03-04,Mark Hominick,Yves Edwards,True
2006-03-04,Nate Marquardt,Joe Doerksen,True
2006-03-04,Georges St-Pierre,BJ Penn,True
2006-03-04,BJ Penn,Georges St-Pierre,False
2006-04-06,Josh Koscheck,Ansar Chalangov,True
2006-04-06,Dan Christison,Brad Imes,True
2006-04-06,Trevor Prangley,Chael Sonnen,False
2006-04-06,Jon Fitch,Joshua Burkman,True
2006-04-06,Luke Cummo,Jason Von Flue,True
2006-04-06,Chris Leben,Luigi Fioravanti,True
2006-04-06,Josh Neer,Joe Stevenson,True
2006-04-06,Rashad Evans,Sam Hoger,True
2006-04-06,Keith Jardine,Stephan Bonnar,False
2006-04-06,Joe Stevenson,Josh Neer,False
2006-04-06,Chael Sonnen,Trevor Prangley,True
2006-04-06,Ansar Chalangov,Josh Koscheck,False
2006-04-06,Brad Imes,Dan Christison,False
2006-04-06,Sam Hoger,Rashad Evans,False
2006-04-06,Joshua Burkman,Jon Fitch,False
2006-04-06,Jason Von Flue,Luke Cummo,False
2006-04-06,Luigi Fioravanti,Chris Leben,False
2006-04-06,Stephan Bonnar,Keith Jardine,True
2006-04-15,Forrest Griffin,Tito Ortiz,False
2006-04-15,Justin Levens,Evan Tanner,False
